"","LastName","FirstName","Gender","Competition","Country","Date","Round","Apparatus","Rank","Score","Location"
"4821","GUIMARÃES","YURI","m","2023 Osijek World Challenge Cup","BRA","8-11 Jun 2023","final","VT",4,14,"Osijek, Croatia"
"4822","GUIMARÃES","YURI","m","EnBW DTB Pokal Team Challenge 2023","BRA","17-19 Mar 2023","final","FX",6,13.066,"Stuttgart, Germany"
"4823","GUIMARÃES","YURI","m","EnBW DTB Pokal Team Challenge 2023","BRA","17-19 Mar 2023","qual","FX",11,14.05,"Stuttgart, Germany"
"4824","GUIMARÃES","YURI","m","EnBW DTB Pokal Team Challenge 2023","BRA","17-19 Mar 2023","qual","HB",20,13.25,"Stuttgart, Germany"
"4825","GUIMARÃES","YURI","m","EnBW DTB Pokal Team Challenge 2023","BRA","17-19 Mar 2023","qual","PB",36,13.15,"Stuttgart, Germany"
"4826","GUIMARÃES","YURI","m","EnBW DTB Pokal Team Challenge 2023","BRA","17-19 Mar 2023","qual","SR",39,13,"Stuttgart, Germany"
"4827","GUIMARÃES","YURI","m","EnBW DTB Pokal Team Challenge 2023","BRA","17-19 Mar 2023","final","VT",2,14.533,"Stuttgart, Germany"
"4828","GUIMARÃES","YURI","m","EnBW DTB Pokal Team Challenge 2023","BRA","17-19 Mar 2023","qual","VT",6,14.4,"Stuttgart, Germany"
"4829","GUIMARÃES","YURI","m","EnBW DTB Pokal Team Challenge 2023","BRA","17-19 Mar 2023","final","VT",2,14.3,"Stuttgart, Germany"
"4830","GUIMARÃES","YURI","m","EnBW DTB Pokal Team Challenge 2023","BRA","17-19 Mar 2023","qual","VT",6,14.6,"Stuttgart, Germany"
"4831","GULIDOV","PAVEL","m","2022 Baku World Cup","ISR","31 Mar 2022 - 3 Apr 2022","qual","PB",28,12.133,"Baku, Azerbaijan"
"4832","GULIDOV","PAVEL","m","2022 Baku World Cup","ISR","31 Mar 2022 - 3 Apr 2022","qual","SR",18,12.633,"Baku, Azerbaijan"
"4833","GULIDOV","PAVEL","m","2022 Koper World Challenge Cup","ISR","16-19 June 2022","qual","FX",13,13,"Koper, Slovenia"
"4834","GULIDOV","PAVEL","m","2022 Koper World Challenge Cup","ISR","16-19 June 2022","qual","PB",NA,13.4,"Koper, Slovenia"
"4835","GULIDOV","PAVEL","m","2022 Koper World Challenge Cup","ISR","16-19 June 2022","qual","SR",4,13.55,"Koper, Slovenia"
"4836","GULIDOV","PAVEL","m","2022 Koper World Challenge Cup","ISR","16-19 June 2022","final","SR",7,12.4,"Koper, Slovenia"
"4837","GULIDOV","PAVEL","m","2022 Koper World Challenge Cup","ISR","16-19 June 2022","qual","VT",3,14.3,"Koper, Slovenia"
"4838","GULIDOV","PAVEL","m","2022 Koper World Challenge Cup","ISR","16-19 June 2022","final","VT",4,14.5,"Koper, Slovenia"
"4839","GULIDOV","PAVEL","m","2022 Koper World Challenge Cup","ISR","16-19 June 2022","qual","VT",3,14.1,"Koper, Slovenia"
"4840","GULIDOV","PAVEL","m","2022 Koper World Challenge Cup","ISR","16-19 June 2022","final","VT",4,14.4,"Koper, Slovenia"
"4841","GULIDOV","PAVEL","m","2022 Osijek World Challenge Cup","ISR","9-12 June 2022","qual","PB",11,13.75,"Osijek, Croatia"
"4842","GULIDOV","PAVEL","m","2022 Osijek World Challenge Cup","ISR","9-12 June 2022","qual","SR",9,13.3,"Osijek, Croatia"
"4843","GULIDOV","PAVEL","m","2022 Senior European Championships","ISR","18-21 Aug 2022","qual","FX",85,12.466,"Munich, Germany"
"4844","GULIDOV","PAVEL","m","2022 Senior European Championships","ISR","18-21 Aug 2022","qual","PB",55,13.166,"Munich, Germany"
"4845","GULIDOV","PAVEL","m","2022 Senior European Championships","ISR","18-21 Aug 2022","qual","PH",58,12.633,"Munich, Germany"
"4846","GULIDOV","PAVEL","m","2022 Senior European Championships","ISR","18-21 Aug 2022","qual","SR",27,13.566,"Munich, Germany"
"4847","GULIDOV","PAVEL","m","2022 Senior European Championships","ISR","18-21 Aug 2022","qual","VT",33,14.2,"Munich, Germany"
"4848","GULIDOV","PAVEL","m","2022 Senior European Championships","ISR","18-21 Aug 2022","qual","VT",19,14.2,"Munich, Germany"
"4849","GULIDOV","PAVEL","m","2022 Senior European Championships","ISR","18-21 Aug 2022","qual","VT",19,12.933,"Munich, Germany"
"4850","GULIDOV","PAVEL","m","2022 Szombathely World Challenge Cup","ISR","30 Sept 2022 - 2 Oct 2022","qual","PB",17,11.85,"Szombathely, Hungary"
"4851","GULIDOV","PAVEL","m","2022 Szombathely World Challenge Cup","ISR","30 Sept 2022 - 2 Oct 2022","qual","SR",10,13.05,"Szombathely, Hungary"
"4852","GULIDOV","PAVEL","m","2022 Szombathely World Challenge Cup","ISR","30 Sept 2022 - 2 Oct 2022","final","VT",5,13.233,"Szombathely, Hungary"
"4853","GULIDOV","PAVEL","m","2022 Szombathely World Challenge Cup","ISR","30 Sept 2022 - 2 Oct 2022","qual","VT",8,13.05,"Szombathely, Hungary"
"4854","GULIDOV","PAVEL","m","2022 Szombathely World Challenge Cup","ISR","30 Sept 2022 - 2 Oct 2022","qual","VT",8,14.5,"Szombathely, Hungary"
"4855","GULIDOV","PAVEL","m","2022 Szombathely World Challenge Cup","ISR","30 Sept 2022 - 2 Oct 2022","final","VT",5,14.133,"Szombathely, Hungary"
"4856","GULIDOV","PAVEL","m","2022 Varna World Challenge Cup","ISR","26-29 Mar 2022","qual","FX",13,13.05,"Varna, Bulgaria"
"4857","GULIDOV","PAVEL","m","2022 Varna World Challenge Cup","ISR","26-29 Mar 2022","qual","PB",27,12.75,"Varna, Bulgaria"
"4858","GULIDOV","PAVEL","m","2022 Varna World Challenge Cup","ISR","26-29 Mar 2022","qual","SR",12,13.45,"Varna, Bulgaria"
"4859","GULIDOV","PAVEL","m","2022 Varna World Challenge Cup","ISR","26-29 Mar 2022","final","VT",5,13.2,"Varna, Bulgaria"
"4860","GULIDOV","PAVEL","m","2022 Varna World Challenge Cup","ISR","26-29 Mar 2022","qual","VT",4,13.95,"Varna, Bulgaria"
"4861","GULIDOV","PAVEL","m","2022 Varna World Challenge Cup","ISR","26-29 Mar 2022","final","VT",5,14.2,"Varna, Bulgaria"
"4862","GULIDOV","PAVEL","m","2022 Varna World Challenge Cup","ISR","26-29 Mar 2022","qual","VT",4,14.15,"Varna, Bulgaria"
"4863","GULIDOV","PAVEL","m","2023 52nd FIG Artistic Gymnastics World Championships","ISR","30 Sep 2023 - 8 Oct 2023","qual","FX",74,13.4,"Antwerp, Belgium"
"4864","GULIDOV","PAVEL","m","2023 52nd FIG Artistic Gymnastics World Championships","ISR","30 Sep 2023 - 8 Oct 2023","qual","PB",98,12.966,"Antwerp, Belgium"
"4865","GULIDOV","PAVEL","m","2023 52nd FIG Artistic Gymnastics World Championships","ISR","30 Sep 2023 - 8 Oct 2023","qual","SR",125,11.966,"Antwerp, Belgium"
"4866","GULIDOV","PAVEL","m","2023 52nd FIG Artistic Gymnastics World Championships","ISR","30 Sep 2023 - 8 Oct 2023","qual","VT",52,14.2,"Antwerp, Belgium"
"4867","GULIDOV","PAVEL","m","2023 Senior European Championships","ISR","11-16 Apr 2023","qual","FX",111,11.866,"Antalya, Turkey"
"4868","GULIDOV","PAVEL","m","2023 Senior European Championships","ISR","11-16 Apr 2023","qual","PB",41,13.466,"Antalya, Turkey"
"4869","GULIDOV","PAVEL","m","2023 Senior European Championships","ISR","11-16 Apr 2023","qual","SR",20,13.733,"Antalya, Turkey"
"4870","GULIDOV","PAVEL","m","2023 Senior European Championships","ISR","11-16 Apr 2023","qual","VT",26,14.233,"Antalya, Turkey"
"4871","GULIDOV","PAVEL","m","2023 Tel Aviv World Challenge Cup","ISR","1-4 Jun 2023","qual","PB",5,13.6,"Tel Aviv, Israel"
"4872","GULIDOV","PAVEL","m","2023 Tel Aviv World Challenge Cup","ISR","1-4 Jun 2023","final","PB",6,13.5,"Tel Aviv, Israel"
"4873","GULIDOV","PAVEL","m","2023 Tel Aviv World Challenge Cup","ISR","1-4 Jun 2023","final","SR",6,13,"Tel Aviv, Israel"
"4874","GULIDOV","PAVEL","m","2023 Tel Aviv World Challenge Cup","ISR","1-4 Jun 2023","qual","SR",3,13.5,"Tel Aviv, Israel"
"4875","GULIDOV","PAVEL","m","2023 Tel Aviv World Challenge Cup","ISR","1-4 Jun 2023","qual","VT",1,14,"Tel Aviv, Israel"
"4876","GULIDOV","PAVEL","m","2023 Tel Aviv World Challenge Cup","ISR","1-4 Jun 2023","final","VT",3,13.3,"Tel Aviv, Israel"
"4877","GULIDOV","PAVEL","m","2023 Tel Aviv World Challenge Cup","ISR","1-4 Jun 2023","final","VT",3,14.1,"Tel Aviv, Israel"
"4878","GULIDOV","PAVEL","m","2023 Tel Aviv World Challenge Cup","ISR","1-4 Jun 2023","qual","VT",1,14.4,"Tel Aviv, Israel"
"4879","GULIDOV","PAVEL","m","EnBW DTB Pokal Team Challenge 2023","ISR","17-19 Mar 2023","qual","FX",52,11.15,"Stuttgart, Germany"
"4880","GULIDOV","PAVEL","m","EnBW DTB Pokal Team Challenge 2023","ISR","17-19 Mar 2023","qual","PB",54,11.05,"Stuttgart, Germany"
"4881","GULIDOV","PAVEL","m","EnBW DTB Pokal Team Challenge 2023","ISR","17-19 Mar 2023","qual","SR",25,13.3,"Stuttgart, Germany"
"4882","GULIDOV","PAVEL","m","EnBW DTB Pokal Team Challenge 2023","ISR","17-19 Mar 2023","qual","VT",22,14.1,"Stuttgart, Germany"
"4883","GUNDOGDU","YUNUS","m","2022 51st FIG Artistic Gymnastics World Championships","TUR","29 Oct 2022 - 6 Nov 2022","qual","FX",117,11.866,"Liverpool, England"
"4884","GUNDOGDU","YUNUS","m","2022 51st FIG Artistic Gymnastics World Championships","TUR","29 Oct 2022 - 6 Nov 2022","qual","PB",72,13.466,"Liverpool, England"
"4885","GUNDOGDU","YUNUS","m","2022 51st FIG Artistic Gymnastics World Championships","TUR","29 Oct 2022 - 6 Nov 2022","qual","SR",27,13.6,"Liverpool, England"
"4886","GUNDOGDU","YUNUS","m","2023 Cottbus World Cup","TUR","23-26 Feb 2023","qual","VT",25,13.833,"Cottbus, Germany"
"4887","GUNDOGDU","YUNUS","m","2023 Cottbus World Cup","TUR","23-26 Feb 2023","qual","VT",25,13.366,"Cottbus, Germany"
"4888","GUNDOGDU","YUNUS","m","2023 Varna World Challenge Cup","TUR","25-28 May 2023","final","PB",8,12.533,"Varna, Bulgaria"
"4889","GUNDOGDU","YUNUS","m","2023 Varna World Challenge Cup","TUR","25-28 May 2023","qual","PB",7,13.8,"Varna, Bulgaria"
"4890","GUNDOGDU","YUNUS","m","2023 Varna World Challenge Cup","TUR","25-28 May 2023","final","SR",7,13.1,"Varna, Bulgaria"
"4891","GUNDOGDU","YUNUS","m","2023 Varna World Challenge Cup","TUR","25-28 May 2023","qual","SR",6,13.75,"Varna, Bulgaria"
"4892","GUNDOGDU","YUNUS","m","2023 Varna World Challenge Cup","TUR","25-28 May 2023","final","VT",7,12.866,"Varna, Bulgaria"
"4893","GUNDOGDU","YUNUS","m","2023 Varna World Challenge Cup","TUR","25-28 May 2023","qual","VT",7,14.2,"Varna, Bulgaria"
"4894","GUNDOGDU","YUNUS","m","2023 Varna World Challenge Cup","TUR","25-28 May 2023","final","VT",7,13.7,"Varna, Bulgaria"
"4895","GUNDOGDU","YUNUS","m","2023 Varna World Challenge Cup","TUR","25-28 May 2023","qual","VT",7,13.5,"Varna, Bulgaria"
"4896","GUNDOGDU","YUNUS EMRE","m","2023 FISU World University Games","TUR","1-5 Aug 2023","qual","FX",45,12.966,"Chengdu, China"
"4897","GUNDOGDU","YUNUS EMRE","m","2023 FISU World University Games","TUR","1-5 Aug 2023","qual","SR",34,13.133,"Chengdu, China"
"4898","GUNDOGDU","YUNUS EMRE","m","2023 FISU World University Games","TUR","1-5 Aug 2023","qual","VT",70,12.966,"Chengdu, China"
"4899","GUNNARSSON","JON","m","2022 Cairo World Cup","ISL","17-20 Mar 2022","qual","SR",20,12.3,"Cairo, Egypt"
"4900","GUNNARSSON","JON","m","2022 Cottbus World Cup","ISL","24-27 Feb 2022","qual","SR",15,12.866,"Cottbus, Germany"
"4901","GUNNARSSON","JON","m","2022 Doha World Cup","ISL","2-5 Mar 2022","qual","SR",13,12.6,"Doha, Qatar"
"4902","GUNNARSSON","JON","m","2022 Senior European Championships","ISL","18-21 Aug 2022","qual","SR",93,12.233,"Munich, Germany"
"4903","GUNNARSSON","JON","m","2023 Senior European Championships","ISL","11-16 Apr 2023","qual","SR",94,12.566,"Antalya, Turkey"
"4904","GUNTHER","IAN","m","2022 Winter Cup","USA","25-27 Feb 2022","AAfinal","FX",14,13.15,"Frisco, Texas"
"4905","GUNTHER","IAN","m","2022 Winter Cup","USA","25-27 Feb 2022","AAfinal","HB",8,13.25,"Frisco, Texas"
"4906","GUNTHER","IAN","m","2022 Winter Cup","USA","25-27 Feb 2022","AAfinal","PB",28,12.1,"Frisco, Texas"
"4907","GUNTHER","IAN","m","2022 Winter Cup","USA","25-27 Feb 2022","AAfinal","PH",9,13.2,"Frisco, Texas"
"4908","GUNTHER","IAN","m","2022 Winter Cup","USA","25-27 Feb 2022","AAfinal","SR",9,13.5,"Frisco, Texas"
"4909","GUNTHER","IAN","m","2022 Winter Cup","USA","25-27 Feb 2022","AAfinal","VT",27,13.45,"Frisco, Texas"
"4910","GUNTHER","IAN","m","2023 Core Hydration Classic","USA","4-6 Aug 2023","AAfinal","FX",47,12.2,"Hoffman Estates, Illinois"
"4911","GUNTHER","IAN","m","2023 Core Hydration Classic","USA","4-6 Aug 2023","AAfinal","HB",17,13.2,"Hoffman Estates, Illinois"
"4912","GUNTHER","IAN","m","2023 Core Hydration Classic","USA","4-6 Aug 2023","AAfinal","PB",11,14,"Hoffman Estates, Illinois"
"4913","GUNTHER","IAN","m","2023 Core Hydration Classic","USA","4-6 Aug 2023","AAfinal","PH",39,11.9,"Hoffman Estates, Illinois"
"4914","GUNTHER","IAN","m","2023 Core Hydration Classic","USA","4-6 Aug 2023","AAfinal","SR",50,12.15,"Hoffman Estates, Illinois"
"4915","GUNTHER","IAN","m","2023 Core Hydration Classic","USA","4-6 Aug 2023","AAfinal","VT",40,13.65,"Hoffman Estates, Illinois"
"4916","GUNTHER","IAN","m","2023 U.S. Championships","USA","26-27 Aug 2023","qual","FX",NA,13.6,"San Jose, CA"
"4917","GUNTHER","IAN","m","2023 U.S. Championships","USA","26-27 Aug 2023","final","FX",NA,13.5,"San Jose, CA"
"4918","GUNTHER","IAN","m","2023 U.S. Championships","USA","26-27 Aug 2023","qual","HB",NA,12.85,"San Jose, CA"
"4919","GUNTHER","IAN","m","2023 U.S. Championships","USA","26-27 Aug 2023","final","HB",NA,13.05,"San Jose, CA"
"4920","GUNTHER","IAN","m","2023 U.S. Championships","USA","26-27 Aug 2023","qual","PB",NA,12.9,"San Jose, CA"
"4921","GUNTHER","IAN","m","2023 U.S. Championships","USA","26-27 Aug 2023","final","PB",NA,13.45,"San Jose, CA"
"4922","GUNTHER","IAN","m","2023 U.S. Championships","USA","26-27 Aug 2023","qual","PH",NA,12.55,"San Jose, CA"
"4923","GUNTHER","IAN","m","2023 U.S. Championships","USA","26-27 Aug 2023","final","PH",NA,13.5,"San Jose, CA"
"4924","GUNTHER","IAN","m","2023 U.S. Championships","USA","26-27 Aug 2023","qual","SR",NA,13.6,"San Jose, CA"
"4925","GUNTHER","IAN","m","2023 U.S. Championships","USA","26-27 Aug 2023","final","SR",NA,13.5,"San Jose, CA"
"4926","GUNTHER","IAN","m","2023 U.S. Championships","USA","26-27 Aug 2023","qual","VT",NA,13.45,"San Jose, CA"
"4927","GUNTHER","IAN","m","2023 U.S. Championships","USA","26-27 Aug 2023","final","VT",NA,13.45,"San Jose, CA"
"4928","GUNTHER","IAN","m","2023 Winter Cup","USA","24-26 Feb 2023","AAfinal","FX",14,12.9,"Louisville, Kentucky"
"4929","GUNTHER","IAN","m","2023 Winter Cup","USA","24-26 Feb 2023","AAfinal","HB",4,13.6,"Louisville, Kentucky"
"4930","GUNTHER","IAN","m","2023 Winter Cup","USA","24-26 Feb 2023","AAfinal","PB",27,12.45,"Louisville, Kentucky"
"4931","GUNTHER","IAN","m","2023 Winter Cup","USA","24-26 Feb 2023","AAfinal","PH",14,12.85,"Louisville, Kentucky"
"4932","GUNTHER","IAN","m","2023 Winter Cup","USA","24-26 Feb 2023","AAfinal","SR",8,13.8,"Louisville, Kentucky"
"4933","GUNTHER","IAN","m","2023 Winter Cup","USA","24-26 Feb 2023","AAfinal","VT",NA,13.5,"Louisville, Kentucky"
"4934","GUTIERREZ","FRANCO","m","2022 Paris World Challenge Cup","ARG","24-25 Sept 2022","qual","FX",43,11.55,"Paris, France"
"4935","GUTIERREZ","FRANCO","m","2022 Paris World Challenge Cup","ARG","24-25 Sept 2022","qual","HB",42,10.55,"Paris, France"
"4936","GUTIERREZ","FRANCO","m","2022 Paris World Challenge Cup","ARG","24-25 Sept 2022","qual","PH",42,10.45,"Paris, France"
"4937","GÜNDOGDU","YUNUS","m","2022 Varna World Challenge Cup","TUR","26-29 Mar 2022","qual","PB",14,13.25,"Varna, Bulgaria"
"4938","GÜNDOGDU","YUNUS","m","2022 Varna World Challenge Cup","TUR","26-29 Mar 2022","final","SR",3,14.6,"Varna, Bulgaria"
"4939","GÜNDOGDU","YUNUS","m","2022 Varna World Challenge Cup","TUR","26-29 Mar 2022","qual","SR",4,14.1,"Varna, Bulgaria"
"4940","HA","SHU FAI","m","2022 Koper World Challenge Cup","HKG","16-19 June 2022","qual","FX",28,10.5,"Koper, Slovenia"
"4941","HA","SHU FAI","m","2022 Osijek World Challenge Cup","HKG","9-12 June 2022","qual","FX",34,10.5,"Osijek, Croatia"
"4942","HAGENAAR","JORDI","m","2022 51st FIG Artistic Gymnastics World Championships","NED","29 Oct 2022 - 6 Nov 2022","qual","FX",36,13.633,"Liverpool, England"
"4943","HAGENAAR","JORDI","m","2022 51st FIG Artistic Gymnastics World Championships","NED","29 Oct 2022 - 6 Nov 2022","qual","HB",75,12.7,"Liverpool, England"
"4944","HAGENAAR","JORDI","m","2022 51st FIG Artistic Gymnastics World Championships","NED","29 Oct 2022 - 6 Nov 2022","qual","PH",118,11.033,"Liverpool, England"
"4945","HAGENAAR","JORDI","m","2022 51st FIG Artistic Gymnastics World Championships","NED","29 Oct 2022 - 6 Nov 2022","qual","SR",64,12.866,"Liverpool, England"
"4946","HAGENAAR","JORDI","m","2022 51st FIG Artistic Gymnastics World Championships","NED","29 Oct 2022 - 6 Nov 2022","qual","VT",59,13.866,"Liverpool, England"
"4947","HAGENAAR","JORDI","m","2022 Baku World Cup","NED","31 Mar 2022 - 3 Apr 2022","qual","HB",19,12.066,"Baku, Azerbaijan"
"4948","HAGENAAR","JORDI","m","2022 Baku World Cup","NED","31 Mar 2022 - 3 Apr 2022","qual","PH",37,11.766,"Baku, Azerbaijan"
"4949","HAGENAAR","JORDI","m","2022 Cottbus World Cup","NED","24-27 Feb 2022","qual","HB",10,13.066,"Cottbus, Germany"
"4950","HAGENAAR","JORDI","m","2022 Cottbus World Cup","NED","24-27 Feb 2022","qual","PB",16,12.666,"Cottbus, Germany"
"4951","HAGENAAR","JORDI","m","2022 Cottbus World Cup","NED","24-27 Feb 2022","qual","PH",21,13.066,"Cottbus, Germany"
"4952","HAGENAAR","JORDI","m","2022 Cottbus World Cup","NED","24-27 Feb 2022","qual","SR",19,12.733,"Cottbus, Germany"
"4953","HAGENAAR","JORDI","m","2022 Paris World Challenge Cup","NED","24-25 Sept 2022","qual","HB",10,13.45,"Paris, France"
"4954","HAGENAAR","JORDI","m","2022 Senior European Championships","NED","18-21 Aug 2022","qual","FX",60,13.033,"Munich, Germany"
"4955","HAGENAAR","JORDI","m","2022 Senior European Championships","NED","18-21 Aug 2022","qual","HB",19,13.566,"Munich, Germany"
"4956","HAGENAAR","JORDI","m","2022 Senior European Championships","NED","18-21 Aug 2022","qual","PB",39,13.633,"Munich, Germany"
"4957","HAGENAAR","JORDI","m","2022 Senior European Championships","NED","18-21 Aug 2022","qual","PH",88,11.566,"Munich, Germany"
"4958","HAGENAAR","JORDI","m","2022 Senior European Championships","NED","18-21 Aug 2022","qual","SR",71,12.8,"Munich, Germany"
"4959","HAGENAAR","JORDI","m","2022 Senior European Championships","NED","18-21 Aug 2022","qual","VT",53,13.9,"Munich, Germany"
"4960","HAGENAAR","JORDI","m","2023 52nd FIG Artistic Gymnastics World Championships","NED","30 Sep 2023 - 8 Oct 2023","qual","FX",82,13.3,"Antwerp, Belgium"
"4961","HAGENAAR","JORDI","m","2023 52nd FIG Artistic Gymnastics World Championships","NED","30 Sep 2023 - 8 Oct 2023","qual","HB",39,13.366,"Antwerp, Belgium"
"4962","HAGENAAR","JORDI","m","2023 52nd FIG Artistic Gymnastics World Championships","NED","30 Sep 2023 - 8 Oct 2023","qual","PB",120,12.333,"Antwerp, Belgium"
"4963","HAGENAAR","JORDI","m","2023 52nd FIG Artistic Gymnastics World Championships","NED","30 Sep 2023 - 8 Oct 2023","qual","PH",59,13.1,"Antwerp, Belgium"
"4964","HAGENAAR","JORDI","m","2023 52nd FIG Artistic Gymnastics World Championships","NED","30 Sep 2023 - 8 Oct 2023","qual","VT",55,14.166,"Antwerp, Belgium"
"4965","HAJDU","TAS","m","2023 Core Hydration Classic","USA","4-6 Aug 2023","AAfinal","PB",56,12.4,"Hoffman Estates, Illinois"
"4966","HAJDU","TAS","m","2023 Core Hydration Classic","USA","4-6 Aug 2023","AAfinal","SR",67,10.9,"Hoffman Estates, Illinois"
"4967","HALE","DALLAS","m","2022 U.S. Championships","USA","19-20 Aug 2022","qual","FX",NA,13.55,"Tampa, FL"
"4968","HALE","DALLAS","m","2022 U.S. Championships","USA","19-20 Aug 2022","final","FX",NA,13.1,"Tampa, FL"
"4969","HALE","DALLAS","m","2022 U.S. Championships","USA","19-20 Aug 2022","qual","HB",NA,12.85,"Tampa, FL"
"4970","HALE","DALLAS","m","2022 U.S. Championships","USA","19-20 Aug 2022","final","HB",NA,12.9,"Tampa, FL"
"4971","HALE","DALLAS","m","2022 U.S. Championships","USA","19-20 Aug 2022","qual","PB",NA,14.25,"Tampa, FL"
"4972","HALE","DALLAS","m","2022 U.S. Championships","USA","19-20 Aug 2022","final","PB",NA,13.95,"Tampa, FL"
"4973","HALE","DALLAS","m","2022 U.S. Championships","USA","19-20 Aug 2022","qual","PH",NA,13.05,"Tampa, FL"
"4974","HALE","DALLAS","m","2022 U.S. Championships","USA","19-20 Aug 2022","final","PH",NA,13.45,"Tampa, FL"
"4975","HALE","DALLAS","m","2022 U.S. Championships","USA","19-20 Aug 2022","qual","SR",NA,13.45,"Tampa, FL"
"4976","HALE","DALLAS","m","2022 U.S. Championships","USA","19-20 Aug 2022","final","SR",NA,13.35,"Tampa, FL"
"4977","HALE","DALLAS","m","2022 U.S. Championships","USA","19-20 Aug 2022","qual","VT",NA,14.7,"Tampa, FL"
"4978","HALE","DALLAS","m","2022 U.S. Championships","USA","19-20 Aug 2022","final","VT",NA,14.8,"Tampa, FL"
"4979","HALE","DALLAS","m","2023 Core Hydration Classic","USA","4-6 Aug 2023","AAfinal","FX",56,11.7,"Hoffman Estates, Illinois"
"4980","HALE","DALLAS","m","2023 Core Hydration Classic","USA","4-6 Aug 2023","AAfinal","HB",58,11.45,"Hoffman Estates, Illinois"
"4981","HALE","DALLAS","m","2023 Core Hydration Classic","USA","4-6 Aug 2023","AAfinal","PB",70,12,"Hoffman Estates, Illinois"
"4982","HALE","DALLAS","m","2023 Core Hydration Classic","USA","4-6 Aug 2023","AAfinal","PH",52,10.6,"Hoffman Estates, Illinois"
"4983","HALE","DALLAS","m","2023 Core Hydration Classic","USA","4-6 Aug 2023","AAfinal","SR",36,12.75,"Hoffman Estates, Illinois"
"4984","HALE","DALLAS","m","2023 Core Hydration Classic","USA","4-6 Aug 2023","AAfinal","VT",4,14.85,"Hoffman Estates, Illinois"
"4985","HALE","DALLAS","m","2023 U.S. Championships","USA","26-27 Aug 2023","qual","FX",NA,14.2,"San Jose, CA"
"4986","HALE","DALLAS","m","2023 U.S. Championships","USA","26-27 Aug 2023","final","FX",NA,13.05,"San Jose, CA"
"4987","HALE","DALLAS","m","2023 U.S. Championships","USA","26-27 Aug 2023","qual","HB",NA,12.2,"San Jose, CA"
"4988","HALE","DALLAS","m","2023 U.S. Championships","USA","26-27 Aug 2023","final","HB",NA,12.5,"San Jose, CA"
"4989","HALE","DALLAS","m","2023 U.S. Championships","USA","26-27 Aug 2023","qual","PB",NA,14.8,"San Jose, CA"
"4990","HALE","DALLAS","m","2023 U.S. Championships","USA","26-27 Aug 2023","final","PB",NA,14.8,"San Jose, CA"
"4991","HALE","DALLAS","m","2023 U.S. Championships","USA","26-27 Aug 2023","qual","PH",NA,13.3,"San Jose, CA"
"4992","HALE","DALLAS","m","2023 U.S. Championships","USA","26-27 Aug 2023","final","PH",NA,13.1,"San Jose, CA"
"4993","HALE","DALLAS","m","2023 U.S. Championships","USA","26-27 Aug 2023","qual","SR",NA,13.2,"San Jose, CA"
"4994","HALE","DALLAS","m","2023 U.S. Championships","USA","26-27 Aug 2023","final","SR",NA,13.25,"San Jose, CA"
"4995","HALE","DALLAS","m","2023 U.S. Championships","USA","26-27 Aug 2023","qual","VT",NA,14.7,"San Jose, CA"
"4996","HALE","DALLAS","m","2023 U.S. Championships","USA","26-27 Aug 2023","final","VT",NA,14.45,"San Jose, CA"
"4997","HALL","JAMES","m","2022 51st FIG Artistic Gymnastics World Championships","GBR","29 Oct 2022 - 6 Nov 2022","qual","FX",16,14.166,"Liverpool, England"
"4998","HALL","JAMES","m","2022 51st FIG Artistic Gymnastics World Championships","GBR","29 Oct 2022 - 6 Nov 2022","TeamFinal","FX",NA,14.2,"Liverpool, England"
"4999","HALL","JAMES","m","2022 51st FIG Artistic Gymnastics World Championships","GBR","29 Oct 2022 - 6 Nov 2022","qual","HB",120,11.633,"Liverpool, England"
"5000","HALL","JAMES","m","2022 51st FIG Artistic Gymnastics World Championships","GBR","29 Oct 2022 - 6 Nov 2022","TeamFinal","HB",NA,13.7,"Liverpool, England"
"5001","HALL","JAMES","m","2022 51st FIG Artistic Gymnastics World Championships","GBR","29 Oct 2022 - 6 Nov 2022","qual","PB",102,12.766,"Liverpool, England"
"5002","HALL","JAMES","m","2022 51st FIG Artistic Gymnastics World Championships","GBR","29 Oct 2022 - 6 Nov 2022","TeamFinal","PB",NA,14.033,"Liverpool, England"
"5003","HALL","JAMES","m","2022 51st FIG Artistic Gymnastics World Championships","GBR","29 Oct 2022 - 6 Nov 2022","qual","PH",13,14.033,"Liverpool, England"
"5004","HALL","JAMES","m","2022 51st FIG Artistic Gymnastics World Championships","GBR","29 Oct 2022 - 6 Nov 2022","TeamFinal","PH",NA,12.2,"Liverpool, England"
"5005","HALL","JAMES","m","2022 51st FIG Artistic Gymnastics World Championships","GBR","29 Oct 2022 - 6 Nov 2022","qual","SR",30,13.466,"Liverpool, England"
"5006","HALL","JAMES","m","2022 51st FIG Artistic Gymnastics World Championships","GBR","29 Oct 2022 - 6 Nov 2022","TeamFinal","SR",NA,13.6,"Liverpool, England"
"5007","HALL","JAMES","m","2022 British Gymnastics Championships","GBR","24-27 Mar 2022","qual","FX",10,13.55,"Liverpool, England"
"5008","HALL","JAMES","m","2022 British Gymnastics Championships","GBR","24-27 Mar 2022","qual","HB",2,13.8,"Liverpool, England"
"5009","HALL","JAMES","m","2022 British Gymnastics Championships","GBR","24-27 Mar 2022","qual","PB",5,13.85,"Liverpool, England"
"5010","HALL","JAMES","m","2022 British Gymnastics Championships","GBR","24-27 Mar 2022","final","PH",4,12.366,"Liverpool, England"
