,Unnamed: 0.1,Unnamed: 0,Competition,Country,Round,Apparatus,Rank,Score,Location,days_till_paris,names,rate_of_change,average_apparatus_rank
1383,1383,1384,2023 Cairo World Cup,UZB,final,VT,8.0,0.7579617834394905,"Cairo, Egypt",0.5187287173666288,OKSANA CHUSOVITINA,-0.004661200632058005,0.02226027397260274
1384,1384,1385,2023 Cairo World Cup,UZB,qual,VT,5.0,0.8173885350318472,"Cairo, Egypt",0.5187287173666288,OKSANA CHUSOVITINA,-0.004661200632058005,0.02226027397260274
1385,1385,1386,2023 Cairo World Cup,UZB,final,VT,8.0,0.7707006369426752,"Cairo, Egypt",0.5187287173666288,OKSANA CHUSOVITINA,-0.004661200632058005,0.02226027397260274
1386,1386,1387,2023 Cairo World Cup,UZB,qual,VT,5.0,0.8471337579617835,"Cairo, Egypt",0.5187287173666288,OKSANA CHUSOVITINA,-0.004661200632058005,0.02226027397260274
1387,1387,1388,2023 Cottbus World Cup,UZB,final,VT,3.0,0.8194904458598726,"Cottbus, Germany",0.5856980703745743,OKSANA CHUSOVITINA,-0.004661200632058005,0.02226027397260274
1388,1388,1389,2023 Cottbus World Cup,UZB,qual,VT,3.0,0.8089171974522293,"Cottbus, Germany",0.5856980703745743,OKSANA CHUSOVITINA,-0.004661200632058005,0.02226027397260274
1389,1389,1390,2023 Cottbus World Cup,UZB,final,VT,3.0,0.8385987261146497,"Cottbus, Germany",0.5856980703745743,OKSANA CHUSOVITINA,-0.004661200632058005,0.02226027397260274
1390,1390,1391,2023 Cottbus World Cup,UZB,qual,VT,3.0,0.8301273885350319,"Cottbus, Germany",0.5856980703745743,OKSANA CHUSOVITINA,-0.004661200632058005,0.02226027397260274
1391,1391,1392,2023 Doha World Cup,UZB,qual,UB,20.0,0.628407643312102,"Doha, Qatar",0.5539160045402951,OKSANA CHUSOVITINA,0.1390760405978411,0.1506849315068493
1392,1392,1393,2023 Doha World Cup,UZB,final,VT,3.0,0.8089171974522293,"Doha, Qatar",0.5539160045402951,OKSANA CHUSOVITINA,-0.004661200632058005,0.02226027397260274
1393,1393,1394,2023 Doha World Cup,UZB,qual,VT,4.0,0.8046496815286625,"Doha, Qatar",0.5539160045402951,OKSANA CHUSOVITINA,-0.004661200632058005,0.02226027397260274
1394,1394,1395,2023 Doha World Cup,UZB,final,VT,3.0,0.8364968152866242,"Doha, Qatar",0.5539160045402951,OKSANA CHUSOVITINA,-0.004661200632058005,0.02226027397260274
1395,1395,1396,2023 Doha World Cup,UZB,qual,VT,4.0,0.8385987261146497,"Doha, Qatar",0.5539160045402951,OKSANA CHUSOVITINA,-0.004661200632058005,0.02226027397260274
1396,1396,1397,HANGZHOU 2022 19th Asian Games,UZB,final,VT,4.0,0.8619745222929937,"Hangzhou, China",0.34506242905788875,OKSANA CHUSOVITINA,-0.004661200632058005,0.02226027397260274
1397,1397,1398,HANGZHOU 2022 19th Asian Games,UZB,qual,VT,5.0,0.8194904458598726,"Hangzhou, China",0.34506242905788875,OKSANA CHUSOVITINA,-0.004661200632058005,0.02226027397260274
1398,1398,1399,HANGZHOU 2022 19th Asian Games,UZB,final,VT,4.0,0.8428662420382166,"Hangzhou, China",0.34506242905788875,OKSANA CHUSOVITINA,-0.004661200632058005,0.02226027397260274
1399,1399,1400,HANGZHOU 2022 19th Asian Games,UZB,qual,VT,5.0,0.8301273885350319,"Hangzhou, China",0.34506242905788875,OKSANA CHUSOVITINA,-0.004661200632058005,0.02226027397260274
1400,1400,1401,2023 Varna World Challenge Cup,SUI,qual,UB,13.0,0.7303184713375797,"Varna, Bulgaria",0.48467650397275824,LOU ANNE CITHERLET,0.0,0.08904109589041095
1401,1401,1402,2023 Varna World Challenge Cup,SUI,qual,VT,10.0,0.7919108280254777,"Varna, Bulgaria",0.48467650397275824,LOU ANNE CITHERLET,0.0,0.0684931506849315
1402,1402,1403,2023 Varna World Challenge Cup,SUI,qual,VT,10.0,0.7579617834394905,"Varna, Bulgaria",0.48467650397275824,LOU ANNE CITHERLET,0.0,0.0684931506849315
1403,1403,1404,2022 Doha World Cup,MLT,qual,VT,11.0,0.6538853503184714,"Doha, Qatar",0.9682179341657208,TARA VELLA CLARK,0.03159976219401821,0.3578767123287671
1404,1404,1405,2022 Osijek World Challenge Cup,MLT,qual,BB,14.0,0.7324840764331211,"Osijek, Croatia",0.8637911464245176,TARA VELLA CLARK,-0.05519244870778023,0.4606164383561644
1405,1405,1406,2022 Osijek World Challenge Cup,MLT,qual,FX,24.0,0.6900000000000001,"Osijek, Croatia",0.8637911464245176,TARA VELLA CLARK,-0.025253281055923237,0.613013698630137
1406,1406,1407,2022 Osijek World Challenge Cup,MLT,qual,UB,22.0,0.6326751592356689,"Osijek, Croatia",0.8637911464245176,TARA VELLA CLARK,-0.03459699504661502,0.6575342465753424
1407,1407,1408,2022 Osijek World Challenge Cup,MLT,qual,VT,23.0,0.7473248407643313,"Osijek, Croatia",0.8637911464245176,TARA VELLA CLARK,0.03159976219401821,0.3578767123287671
1408,1408,1409,2022 Osijek World Challenge Cup,MLT,qual,VT,23.0,0.628407643312102,"Osijek, Croatia",0.8637911464245176,TARA VELLA CLARK,0.03159976219401821,0.3578767123287671
1409,1409,1410,2022 British Gymnastics Championships,GBR,qual,FX,20.0,0.7611464968152866,"Liverpool, England",0.9682179341657208,JERUSHA CLARKE,0.0,0.136986301369863
1410,1410,1411,2022 British Gymnastics Championships,GBR,qual,UB,53.0,0.5955414012738853,"Liverpool, England",0.9682179341657208,JERUSHA CLARKE,0.0,0.363013698630137
1411,1411,1412,2022 British Gymnastics Championships,GBR,qual,VT,53.0,0.7515923566878981,"Liverpool, England",0.9682179341657208,JERUSHA CLARKE,0.0,0.363013698630137
1412,1412,1413,2022 51st FIG Artistic Gymnastics World Championships,NZL,qual,BB,133.0,0.6326751592356689,"Liverpool, England",0.7253121452894438,REECE COBB,0.012314536623057154,0.4589041095890411
1413,1413,1414,2022 51st FIG Artistic Gymnastics World Championships,NZL,qual,FX,117.0,0.7430573248407644,"Liverpool, England",0.7253121452894438,REECE COBB,-0.00591334291623344,0.6027397260273972
1414,1414,1415,2022 51st FIG Artistic Gymnastics World Championships,NZL,qual,UB,88.0,0.7536942675159236,"Liverpool, England",0.7253121452894438,REECE COBB,-0.014280723142705152,0.5273972602739726
1415,1415,1416,2022 51st FIG Artistic Gymnastics World Championships,NZL,qual,VT,124.0,0.7685350318471338,"Liverpool, England",0.7253121452894438,REECE COBB,-0.016117875224389257,0.9417808219178082
1416,1416,1417,2022 Cottbus World Cup,NZL,qual,BB,12.0,0.7345859872611465,"Cottbus, Germany",1.0,REECE COBB,0.012314536623057154,0.4589041095890411
1417,1417,1418,2022 Cottbus World Cup,NZL,qual,FX,9.0,0.7303184713375797,"Cottbus, Germany",1.0,REECE COBB,-0.00591334291623344,0.6027397260273972
1418,1418,1419,2022 Cottbus World Cup,NZL,qual,UB,10.0,0.7494267515923567,"Cottbus, Germany",1.0,REECE COBB,-0.014280723142705152,0.5273972602739726
1419,1419,1420,2023 52nd FIG Artistic Gymnastics World Championships,NZL,qual,BB,56.0,0.7876433121019109,"Antwerp, Belgium",0.34506242905788875,REECE COBB,0.012314536623057154,0.4589041095890411
1420,1420,1421,2023 52nd FIG Artistic Gymnastics World Championships,NZL,qual,FX,138.0,0.7048407643312102,"Antwerp, Belgium",0.34506242905788875,REECE COBB,-0.00591334291623344,0.6027397260273972
1421,1421,1422,2023 52nd FIG Artistic Gymnastics World Championships,NZL,qual,UB,133.0,0.6878980891719746,"Antwerp, Belgium",0.34506242905788875,REECE COBB,-0.014280723142705152,0.5273972602739726
1422,1422,1423,2023 52nd FIG Artistic Gymnastics World Championships,NZL,qual,VT,151.0,0.7282165605095542,"Antwerp, Belgium",0.34506242905788875,REECE COBB,-0.016117875224389257,0.9417808219178082
1423,1423,1424,2023 FISU World University Games,RSA,qual,BB,34.0,0.6581528662420383,"Chengdu, China",0.38024971623155507,LISA CONRADIE,0.0,0.2328767123287671
1424,1424,1425,2023 FISU World University Games,RSA,qual,FX,38.0,0.6878980891719746,"Chengdu, China",0.38024971623155507,LISA CONRADIE,0.0,0.2602739726027397
1425,1425,1426,2023 FISU World University Games,RSA,qual,UB,27.0,0.694267515923567,"Chengdu, China",0.38024971623155507,LISA CONRADIE,0.0,0.18493150684931506
1426,1426,1427,2023 FISU World University Games,RSA,qual,VT,39.0,0.7494267515923567,"Chengdu, China",0.38024971623155507,LISA CONRADIE,0.0,0.2671232876712329
1427,1427,1428,2022 Winter Cup,USA,AAfinal,UB,22.0,0.6847133757961784,"Frisco, Texas",1.0,ADRIANA CONSOLI,0.0,0.1506849315068493
1428,1428,1429,2022 Winter Cup,USA,AAfinal,VT,,0.8057324840764332,"Frisco, Texas",1.0,ADRIANA CONSOLI,0.0,0.0
1429,1429,1430,2022 Koper World Challenge Cup,RSA,qual,BB,20.0,0.6464968152866243,"Koper, Slovenia",0.8637911464245176,TYDE COOPER,0.0,0.136986301369863
1430,1430,1431,2022 Koper World Challenge Cup,RSA,qual,FX,13.0,0.7038216560509555,"Koper, Slovenia",0.8637911464245176,TYDE COOPER,0.0,0.08904109589041095
1431,1431,1432,2023 52nd FIG Artistic Gymnastics World Championships,ROU,qual,FX,45.0,0.8110191082802548,"Antwerp, Belgium",0.34506242905788875,LILIA COSMAN,0.0,0.3082191780821918
1432,1432,1433,2023 52nd FIG Artistic Gymnastics World Championships,ROU,qual,UB,37.0,0.8301273885350319,"Antwerp, Belgium",0.34506242905788875,LILIA COSMAN,0.020460842852921532,0.2465753424657534
1433,1433,1434,2023 52nd FIG Artistic Gymnastics World Championships,ROU,qual,VT,26.0,0.868343949044586,"Antwerp, Belgium",0.34506242905788875,LILIA COSMAN,0.026036004393226907,0.1917808219178082
1434,1434,1435,2023 Senior European Championships,ROU,qual,UB,35.0,0.8067515923566879,"Antalya, Turkey",0.5187287173666288,LILIA COSMAN,0.020460842852921532,0.2465753424657534
1435,1435,1436,2023 Senior European Championships,ROU,qual,VT,30.0,0.8385987261146497,"Antalya, Turkey",0.5187287173666288,LILIA COSMAN,0.026036004393226907,0.1917808219178082
1436,1436,1437,2022 Senior European Championships,POR,qual,BB,59.0,0.736687898089172,"Munich, Germany",0.7945516458569807,MAFALDA COSTA,0.005751285961692353,0.4229452054794521
1437,1437,1438,2022 Senior European Championships,POR,qual,FX,61.0,0.7515923566878981,"Munich, Germany",0.7945516458569807,MAFALDA COSTA,0.0028648727824154116,0.4075342465753425
1438,1438,1439,2022 Senior European Championships,POR,qual,UB,114.0,0.5222929936305732,"Munich, Germany",0.7945516458569807,MAFALDA COSTA,0.031578221797158385,0.6215753424657534
1439,1439,1440,2022 Senior European Championships,POR,qual,VT,110.0,0.7303184713375797,"Munich, Germany",0.7945516458569807,MAFALDA COSTA,0.007194492551330397,0.5054794520547945
1440,1440,1441,2023 52nd FIG Artistic Gymnastics World Championships,POR,qual,BB,94.0,0.7536942675159236,"Antwerp, Belgium",0.34506242905788875,MAFALDA COSTA,0.005751285961692353,0.4229452054794521
1441,1441,1442,2023 52nd FIG Artistic Gymnastics World Championships,POR,qual,FX,103.0,0.760063694267516,"Antwerp, Belgium",0.34506242905788875,MAFALDA COSTA,0.0028648727824154116,0.4075342465753425
1442,1442,1443,2023 52nd FIG Artistic Gymnastics World Championships,POR,qual,UB,147.0,0.6156687898089173,"Antwerp, Belgium",0.34506242905788875,MAFALDA COSTA,0.031578221797158385,0.6215753424657534
1443,1443,1444,2023 52nd FIG Artistic Gymnastics World Championships,POR,qual,VT,146.0,0.7515923566878981,"Antwerp, Belgium",0.34506242905788875,MAFALDA COSTA,0.007194492551330397,0.5054794520547945
1444,1444,1445,2023 Baku World Cup,POR,qual,BB,28.0,0.7197452229299364,"Baku, Azerbaijan",0.5539160045402951,MAFALDA COSTA,0.005751285961692353,0.4229452054794521
1445,1445,1446,2023 Baku World Cup,POR,qual,FX,20.0,0.7643312101910829,"Baku, Azerbaijan",0.5539160045402951,MAFALDA COSTA,0.0028648727824154116,0.4075342465753425
1446,1446,1447,2023 Baku World Cup,POR,qual,UB,30.0,0.5264968152866242,"Baku, Azerbaijan",0.5539160045402951,MAFALDA COSTA,0.031578221797158385,0.6215753424657534
1447,1447,1448,2023 Baku World Cup,POR,qual,VT,17.0,0.7473248407643313,"Baku, Azerbaijan",0.5539160045402951,MAFALDA COSTA,0.007194492551330397,0.5054794520547945
1448,1448,1449,2023 Baku World Cup,POR,qual,VT,17.0,0.7452229299363057,"Baku, Azerbaijan",0.5539160045402951,MAFALDA COSTA,0.007194492551330397,0.5054794520547945
1449,1449,1450,2023 Senior European Championships,POR,qual,BB,66.0,0.6963694267515924,"Antalya, Turkey",0.5187287173666288,MAFALDA COSTA,0.005751285961692353,0.4229452054794521
1450,1450,1451,2023 Senior European Championships,POR,qual,FX,54.0,0.7621656050955414,"Antalya, Turkey",0.5187287173666288,MAFALDA COSTA,0.0028648727824154116,0.4075342465753425
1451,1451,1452,2023 Senior European Championships,POR,qual,UB,72.0,0.7282165605095542,"Antalya, Turkey",0.5187287173666288,MAFALDA COSTA,0.031578221797158385,0.6215753424657534
1452,1452,1453,2023 Senior European Championships,POR,qual,VT,79.0,0.7855414012738854,"Antalya, Turkey",0.5187287173666288,MAFALDA COSTA,0.007194492551330397,0.5054794520547945
1453,1453,1454,2023 FISU World University Games,SLO,qual,UB,20.0,0.7536942675159236,"Chengdu, China",0.38024971623155507,LARA CRNJAC,0.06991800948088202,0.1267123287671233
1454,1454,1455,2023 Osijek World Challenge Cup,SLO,qual,UB,17.0,0.7218471337579618,"Osijek, Croatia",0.44948921679909193,LARA CRNJAC,0.06991800948088202,0.1267123287671233
1455,1455,1456,2023 Central American and Caribbean Games,COL,qual,BB,17.0,0.7038216560509555,"San Salvador, El Salvador",0.44948921679909193,KAREN CUBILLOS,0.0,0.11643835616438356
1456,1456,1457,2023 Central American and Caribbean Games,COL,qual,UB,16.0,0.748407643312102,"San Salvador, El Salvador",0.44948921679909193,KAREN CUBILLOS,0.0,0.1095890410958904
1457,1457,1458,2023 52nd FIG Artistic Gymnastics World Championships,ARG,qual,BB,44.0,0.8046496815286625,"Antwerp, Belgium",0.34506242905788875,MILAGROS CURTI RUIZ,-0.037186327473838515,0.0
1458,1458,1459,2023 52nd FIG Artistic Gymnastics World Championships,ARG,qual,FX,133.0,0.7218471337579618,"Antwerp, Belgium",0.34506242905788875,MILAGROS CURTI RUIZ,0.011150323080610751,0.0
1459,1459,1460,2023 52nd FIG Artistic Gymnastics World Championships,ARG,qual,UB,104.0,0.7430573248407644,"Antwerp, Belgium",0.34506242905788875,MILAGROS CURTI RUIZ,-0.13249928916690337,0.31963470319634696
1460,1460,1461,2023 52nd FIG Artistic Gymnastics World Championships,ARG,qual,VT,68.0,0.8343949044585988,"Antwerp, Belgium",0.34506242905788875,MILAGROS CURTI RUIZ,0.00367960661660165,0.0
1461,1461,1462,2023 Artistic Gymnastics Senior Pan American Championships,ARG,TeamFinal,BB,,0.7728025477707006,"Medellin, Colombia",0.48467650397275824,MILAGROS CURTI RUIZ,-0.037186327473838515,0.0
1462,1462,1463,2023 Artistic Gymnastics Senior Pan American Championships,ARG,TeamQual,BB,,0.7176433121019108,"Medellin, Colombia",0.48467650397275824,MILAGROS CURTI RUIZ,-0.037186327473838515,0.0
1463,1463,1464,2023 Artistic Gymnastics Senior Pan American Championships,ARG,TeamFinal,FX,,0.779171974522293,"Medellin, Colombia",0.48467650397275824,MILAGROS CURTI RUIZ,0.011150323080610751,0.0
1464,1464,1465,2023 Artistic Gymnastics Senior Pan American Championships,ARG,TeamQual,FX,,0.7961783439490446,"Medellin, Colombia",0.48467650397275824,MILAGROS CURTI RUIZ,0.011150323080610751,0.0
1465,1465,1466,2023 Artistic Gymnastics Senior Pan American Championships,ARG,TeamFinal,VT,,0.8131847133757962,"Medellin, Colombia",0.48467650397275824,MILAGROS CURTI RUIZ,0.00367960661660165,0.0
1466,1466,1467,2023 Artistic Gymnastics Senior Pan American Championships,ARG,TeamQual,VT,,0.8046496815286625,"Medellin, Colombia",0.48467650397275824,MILAGROS CURTI RUIZ,0.00367960661660165,0.0
1467,1467,1468,SANTIAGO 2023 XIX Pan American Games,ARG,AAfinal,BB,6.0,0.8067515923566879,"Santiago, Chile",0.31101021566401815,MILAGROS CURTI RUIZ,-0.037186327473838515,0.0
1468,1468,1469,SANTIAGO 2023 XIX Pan American Games,ARG,qual,BB,23.0,0.7303184713375797,"Santiago, Chile",0.31101021566401815,MILAGROS CURTI RUIZ,-0.037186327473838515,0.0
1469,1469,1470,SANTIAGO 2023 XIX Pan American Games,ARG,AAfinal,FX,12.0,0.7728025477707006,"Santiago, Chile",0.31101021566401815,MILAGROS CURTI RUIZ,0.011150323080610751,0.0
1470,1470,1471,SANTIAGO 2023 XIX Pan American Games,ARG,qual,FX,13.0,0.7919108280254777,"Santiago, Chile",0.31101021566401815,MILAGROS CURTI RUIZ,0.011150323080610751,0.0
1471,1471,1472,SANTIAGO 2023 XIX Pan American Games,ARG,AAfinal,UB,9.0,0.760063694267516,"Santiago, Chile",0.31101021566401815,MILAGROS CURTI RUIZ,-0.13249928916690337,0.31963470319634696
1472,1472,1473,SANTIAGO 2023 XIX Pan American Games,ARG,qual,UB,27.0,0.7133757961783439,"Santiago, Chile",0.31101021566401815,MILAGROS CURTI RUIZ,-0.13249928916690337,0.31963470319634696
1473,1473,1474,SANTIAGO 2023 XIX Pan American Games,ARG,AAfinal,VT,22.0,0.7685350318471338,"Santiago, Chile",0.31101021566401815,MILAGROS CURTI RUIZ,0.00367960661660165,0.0
1474,1474,1475,SANTIAGO 2023 XIX Pan American Games,ARG,qual,VT,16.0,0.8173885350318472,"Santiago, Chile",0.31101021566401815,MILAGROS CURTI RUIZ,0.00367960661660165,0.0
1475,1475,1476,2023 52nd FIG Artistic Gymnastics World Championships,HUN,qual,BB,33.0,0.8194904458598726,"Antwerp, Belgium",0.34506242905788875,BETTINA LILI CZIFRA,0.1244933571950242,0.18664383561643835
1476,1476,1477,2023 52nd FIG Artistic Gymnastics World Championships,HUN,qual,FX,91.0,0.7728025477707006,"Antwerp, Belgium",0.34506242905788875,BETTINA LILI CZIFRA,0.0,0.4589041095890411
1477,1477,1478,2023 52nd FIG Artistic Gymnastics World Championships,HUN,qual,UB,57.0,0.8110191082802548,"Antwerp, Belgium",0.34506242905788875,BETTINA LILI CZIFRA,0.009310519772309926,0.339041095890411
1478,1478,1479,2023 52nd FIG Artistic Gymnastics World Championships,HUN,qual,VT,29.0,0.868343949044586,"Antwerp, Belgium",0.34506242905788875,BETTINA LILI CZIFRA,0.06690193848366706,0.3664383561643836
1479,1479,1480,2023 Senior European Championships,HUN,qual,BB,73.0,0.6772611464968152,"Antalya, Turkey",0.5187287173666288,BETTINA LILI CZIFRA,0.1244933571950242,0.18664383561643835
1480,1480,1481,2023 Senior European Championships,HUN,qual,FX,43.0,0.7728025477707006,"Antalya, Turkey",0.5187287173666288,BETTINA LILI CZIFRA,0.0,0.4589041095890411
1481,1481,1482,2023 Senior European Championships,HUN,qual,UB,42.0,0.8003821656050957,"Antalya, Turkey",0.5187287173666288,BETTINA LILI CZIFRA,0.009310519772309926,0.339041095890411
1482,1482,1483,2023 Senior European Championships,HUN,qual,VT,78.0,0.7919108280254777,"Antalya, Turkey",0.5187287173666288,BETTINA LILI CZIFRA,0.06690193848366706,0.3664383561643836
1483,1483,1484,2023 Varna World Challenge Cup,HUN,final,BB,1.0,0.8577070063694268,"Varna, Bulgaria",0.48467650397275824,BETTINA LILI CZIFRA,0.1244933571950242,0.18664383561643835
1484,1484,1485,2023 Varna World Challenge Cup,HUN,qual,BB,2.0,0.8152866242038217,"Varna, Bulgaria",0.48467650397275824,BETTINA LILI CZIFRA,0.1244933571950242,0.18664383561643835
1485,1485,1486,2022 51st FIG Artistic Gymnastics World Championships,ITA,AAfinal,BB,12.0,0.7982802547770701,"Liverpool, England",0.7253121452894438,ALICE D AMATO,0.0,0.1340508806262231
1486,1486,1487,2022 51st FIG Artistic Gymnastics World Championships,ITA,qual,BB,45.0,0.7728025477707006,"Liverpool, England",0.7253121452894438,ALICE D AMATO,0.0,0.1340508806262231
1487,1487,1488,2022 51st FIG Artistic Gymnastics World Championships,ITA,AAfinal,FX,15.0,0.8322292993630575,"Liverpool, England",0.7253121452894438,ALICE D AMATO,-0.004308079372054309,0.0
1488,1488,1489,2022 51st FIG Artistic Gymnastics World Championships,ITA,qual,FX,9.0,0.8662420382165605,"Liverpool, England",0.7253121452894438,ALICE D AMATO,-0.004308079372054309,0.0
1489,1489,1490,2022 51st FIG Artistic Gymnastics World Championships,ITA,TeamFinal,FX,,0.8364968152866242,"Liverpool, England",0.7253121452894438,ALICE D AMATO,-0.004308079372054309,0.0
1490,1490,1491,2022 51st FIG Artistic Gymnastics World Championships,ITA,AAfinal,UB,12.0,0.844968152866242,"Liverpool, England",0.7253121452894438,ALICE D AMATO,-0.02584847623232585,0.0
1491,1491,1492,2022 51st FIG Artistic Gymnastics World Championships,ITA,qual,UB,9.0,0.9171974522292994,"Liverpool, England",0.7253121452894438,ALICE D AMATO,-0.02584847623232585,0.0
1492,1492,1493,2022 51st FIG Artistic Gymnastics World Championships,ITA,TeamFinal,UB,,0.8598726114649682,"Liverpool, England",0.7253121452894438,ALICE D AMATO,-0.02584847623232585,0.0
1493,1493,1494,2022 51st FIG Artistic Gymnastics World Championships,ITA,AAfinal,VT,6.0,0.9022929936305734,"Liverpool, England",0.7253121452894438,ALICE D AMATO,0.007194492551330397,0.0
1494,1494,1495,2022 51st FIG Artistic Gymnastics World Championships,ITA,TeamFinal,VT,,0.9108280254777071,"Liverpool, England",0.7253121452894438,ALICE D AMATO,0.007194492551330397,0.0
1495,1495,1496,2022 51st FIG Artistic Gymnastics World Championships,ITA,qual,VT,10.0,0.9065605095541402,"Liverpool, England",0.7253121452894438,ALICE D AMATO,0.007194492551330397,0.0
1496,1496,1497,2022 Senior European Championships,ITA,qual,FX,8.0,0.8598726114649682,"Munich, Germany",0.7945516458569807,ALICE D AMATO,-0.004308079372054309,0.0
1497,1497,1498,2022 Senior European Championships,ITA,TeamFinal,FX,4.0,0.8492356687898089,"Munich, Germany",0.7945516458569807,ALICE D AMATO,-0.004308079372054309,0.0
1498,1498,1499,2022 Senior European Championships,ITA,final,UB,2.0,0.9171974522292994,"Munich, Germany",0.7945516458569807,ALICE D AMATO,-0.02584847623232585,0.0
1499,1499,1500,2022 Senior European Championships,ITA,qual,UB,1.0,0.9277707006369428,"Munich, Germany",0.7945516458569807,ALICE D AMATO,-0.02584847623232585,0.0
1500,1500,1501,2022 Senior European Championships,ITA,TeamFinal,UB,1.0,0.9320382165605096,"Munich, Germany",0.7945516458569807,ALICE D AMATO,-0.02584847623232585,0.0
1501,1501,1502,2022 Senior European Championships,ITA,qual,VT,11.0,0.8704458598726116,"Munich, Germany",0.7945516458569807,ALICE D AMATO,0.007194492551330397,0.0
1502,1502,1503,2022 Senior European Championships,ITA,TeamFinal,VT,5.0,0.8980891719745223,"Munich, Germany",0.7945516458569807,ALICE D AMATO,0.007194492551330397,0.0
1503,1503,1504,2023 52nd FIG Artistic Gymnastics World Championships,ITA,AAfinal,BB,15.0,0.8385987261146497,"Antwerp, Belgium",0.34506242905788875,ALICE D AMATO,0.0,0.1340508806262231
1504,1504,1505,2023 52nd FIG Artistic Gymnastics World Championships,ITA,qual,BB,48.0,0.7982802547770701,"Antwerp, Belgium",0.34506242905788875,ALICE D AMATO,0.0,0.1340508806262231
1505,1505,1506,2023 52nd FIG Artistic Gymnastics World Championships,ITA,AAfinal,FX,19.0,0.7961783439490446,"Antwerp, Belgium",0.34506242905788875,ALICE D AMATO,-0.004308079372054309,0.0
1506,1506,1507,2023 52nd FIG Artistic Gymnastics World Championships,ITA,qual,FX,13.0,0.8535031847133758,"Antwerp, Belgium",0.34506242905788875,ALICE D AMATO,-0.004308079372054309,0.0
1507,1507,1508,2023 52nd FIG Artistic Gymnastics World Championships,ITA,TeamFinal,FX,,0.8471337579617835,"Antwerp, Belgium",0.34506242905788875,ALICE D AMATO,-0.004308079372054309,0.0
1508,1508,1509,2023 52nd FIG Artistic Gymnastics World Championships,ITA,AAfinal,UB,3.0,0.9341401273885351,"Antwerp, Belgium",0.34506242905788875,ALICE D AMATO,-0.02584847623232585,0.0
1509,1509,1510,2023 52nd FIG Artistic Gymnastics World Championships,ITA,qual,UB,39.0,0.8301273885350319,"Antwerp, Belgium",0.34506242905788875,ALICE D AMATO,-0.02584847623232585,0.0
1510,1510,1511,2023 52nd FIG Artistic Gymnastics World Championships,ITA,TeamFinal,UB,,0.8407643312101911,"Antwerp, Belgium",0.34506242905788875,ALICE D AMATO,-0.02584847623232585,0.0
1511,1511,1512,2023 52nd FIG Artistic Gymnastics World Championships,ITA,AAfinal,VT,8.0,0.8874522292993631,"Antwerp, Belgium",0.34506242905788875,ALICE D AMATO,0.007194492551330397,0.0
1512,1512,1513,2023 52nd FIG Artistic Gymnastics World Championships,ITA,TeamFinal,VT,,0.9022929936305734,"Antwerp, Belgium",0.34506242905788875,ALICE D AMATO,0.007194492551330397,0.0
1513,1513,1514,2023 52nd FIG Artistic Gymnastics World Championships,ITA,qual,VT,14.0,0.89171974522293,"Antwerp, Belgium",0.34506242905788875,ALICE D AMATO,0.007194492551330397,0.0
1514,1514,1515,2023 Cairo World Cup,ITA,final,FX,2.0,0.8598726114649682,"Cairo, Egypt",0.5187287173666288,ALICE D AMATO,-0.004308079372054309,0.0
1515,1515,1516,2023 Cairo World Cup,ITA,qual,FX,2.0,0.8640764331210192,"Cairo, Egypt",0.5187287173666288,ALICE D AMATO,-0.004308079372054309,0.0
1516,1516,1517,2023 Cairo World Cup,ITA,final,UB,1.0,0.9320382165605096,"Cairo, Egypt",0.5187287173666288,ALICE D AMATO,-0.02584847623232585,0.0
1517,1517,1518,2023 Cairo World Cup,ITA,qual,UB,1.0,0.9214012738853503,"Cairo, Egypt",0.5187287173666288,ALICE D AMATO,-0.02584847623232585,0.0
1518,1518,1519,2023 Cottbus World Cup,ITA,final,FX,4.0,0.8364968152866242,"Cottbus, Germany",0.5856980703745743,ALICE D AMATO,-0.004308079372054309,0.0
1519,1519,1520,2023 Cottbus World Cup,ITA,qual,FX,3.0,0.8577070063694268,"Cottbus, Germany",0.5856980703745743,ALICE D AMATO,-0.004308079372054309,0.0
1520,1520,1521,2023 Cottbus World Cup,ITA,final,UB,1.0,0.9235668789808917,"Cottbus, Germany",0.5856980703745743,ALICE D AMATO,-0.02584847623232585,0.0
1521,1521,1522,2023 Cottbus World Cup,ITA,qual,UB,1.0,0.9235668789808917,"Cottbus, Germany",0.5856980703745743,ALICE D AMATO,-0.02584847623232585,0.0
1522,1522,1523,2023 Senior European Championships,ITA,AAfinal,BB,6.0,0.8280254777070064,"Antalya, Turkey",0.5187287173666288,ALICE D AMATO,0.0,0.1340508806262231
1523,1523,1524,2023 Senior European Championships,ITA,final,BB,5.0,0.8471337579617835,"Antalya, Turkey",0.5187287173666288,ALICE D AMATO,0.0,0.1340508806262231
1524,1524,1525,2023 Senior European Championships,ITA,qual,BB,6.0,0.8301273885350319,"Antalya, Turkey",0.5187287173666288,ALICE D AMATO,0.0,0.1340508806262231
1525,1525,1526,2023 Senior European Championships,ITA,AAfinal,FX,5.0,0.8343949044585988,"Antalya, Turkey",0.5187287173666288,ALICE D AMATO,-0.004308079372054309,0.0
1526,1526,1527,2023 Senior European Championships,ITA,final,FX,5.0,0.8556050955414013,"Antalya, Turkey",0.5187287173666288,ALICE D AMATO,-0.004308079372054309,0.0
