Unnamed: 0.1,Unnamed: 0,Competition,Country,Round,Apparatus,Rank,Score,days_till_paris,names,rate_of_change
3296,3297,2022 U.S. Championships,USA,final,FX,,13.05,700,ALEX DIAB,-0.0017808219178082
3297,3298,2022 U.S. Championships,USA,qual,SR,,14.35,700,ALEX DIAB,0.0011904761904761
3298,3299,2022 U.S. Championships,USA,final,SR,,14.2,700,ALEX DIAB,0.0011904761904761
3299,3300,2022 Winter Cup,USA,AAfinal,FX,4.0,13.55,881,ALEX DIAB,-0.0017808219178082
3300,3301,2022 Winter Cup,USA,AAfinal,SR,2.0,13.55,881,ALEX DIAB,0.0011904761904761
3301,3302,2022 Winter Cup,USA,AAfinal,VT,35.0,13.0,881,ALEX DIAB,0.000958904109589
3302,3303,2023 U.S. Championships,USA,qual,SR,,14.4,335,ALEX DIAB,0.0011904761904761
3303,3304,2023 U.S. Championships,USA,final,SR,,14.2,335,ALEX DIAB,0.0011904761904761
3304,3305,2023 Winter Cup,USA,AAfinal,FX,15.0,12.9,516,ALEX DIAB,-0.0017808219178082
3305,3306,2023 Winter Cup,USA,AAfinal,SR,1.0,14.25,516,ALEX DIAB,0.0011904761904761
3306,3307,2023 Winter Cup,USA,AAfinal,VT,,13.35,516,ALEX DIAB,0.000958904109589
3649,3650,2022 U.S. Championships,USA,qual,FX,,13.85,700,ISAIAH DRAKE,0.0015567765567765
3650,3651,2022 U.S. Championships,USA,final,FX,,13.7,700,ISAIAH DRAKE,0.0015567765567765
3651,3652,2022 U.S. Championships,USA,qual,HB,,12.6,700,ISAIAH DRAKE,-0.0019230769230769
3652,3653,2022 U.S. Championships,USA,final,HB,,12.35,700,ISAIAH DRAKE,-0.0019230769230769
3653,3654,2022 U.S. Championships,USA,qual,PB,,13.5,700,ISAIAH DRAKE,0.0016483516483516
3654,3655,2022 U.S. Championships,USA,final,PB,,13.5,700,ISAIAH DRAKE,0.0016483516483516
3655,3656,2022 U.S. Championships,USA,qual,PH,,11.75,700,ISAIAH DRAKE,-0.0012820512820512
3656,3657,2022 U.S. Championships,USA,final,PH,,12.6,700,ISAIAH DRAKE,-0.0012820512820512
3657,3658,2022 U.S. Championships,USA,qual,SR,,13.4,700,ISAIAH DRAKE,0.0021978021978021
3658,3659,2022 U.S. Championships,USA,final,SR,,13.55,700,ISAIAH DRAKE,0.0021978021978021
3659,3660,2022 U.S. Championships,USA,qual,VT,,14.1,700,ISAIAH DRAKE,0.0003663003663003
3660,3661,2022 U.S. Championships,USA,final,VT,,13.9,700,ISAIAH DRAKE,0.0003663003663003
3661,3662,2022 U.S. Classic,USA,AAfinal,FX,14.0,13.65,731,ISAIAH DRAKE,0.0015567765567765
3662,3663,2022 U.S. Classic,USA,AAfinal,HB,10.0,13.05,731,ISAIAH DRAKE,-0.0019230769230769
3663,3664,2022 U.S. Classic,USA,AAfinal,PB,14.0,13.6,731,ISAIAH DRAKE,0.0016483516483516
3664,3665,2022 U.S. Classic,USA,AAfinal,PH,30.0,11.05,731,ISAIAH DRAKE,-0.0012820512820512
3665,3666,2022 U.S. Classic,USA,AAfinal,SR,10.0,13.3,731,ISAIAH DRAKE,0.0021978021978021
3666,3667,2022 U.S. Classic,USA,AAfinal,VT,12.0,14.2,731,ISAIAH DRAKE,0.0003663003663003
3667,3668,2022 Winter Cup,USA,AAfinal,FX,15.0,13.15,881,ISAIAH DRAKE,0.0015567765567765
3668,3669,2022 Winter Cup,USA,AAfinal,HB,14.0,12.95,881,ISAIAH DRAKE,-0.0019230769230769
3669,3670,2022 Winter Cup,USA,AAfinal,PB,22.0,12.85,881,ISAIAH DRAKE,0.0016483516483516
3670,3671,2022 Winter Cup,USA,AAfinal,PH,20.0,12.7,881,ISAIAH DRAKE,-0.0012820512820512
3671,3672,2022 Winter Cup,USA,AAfinal,SR,29.0,12.15,881,ISAIAH DRAKE,0.0021978021978021
3672,3673,2022 Winter Cup,USA,AAfinal,VT,11.0,14.25,881,ISAIAH DRAKE,0.0003663003663003
3673,3674,2023 Core Hydration Classic,USA,AAfinal,HB,11.0,13.3,335,ISAIAH DRAKE,-0.0019230769230769
3674,3675,2023 Core Hydration Classic,USA,AAfinal,PH,42.0,11.75,335,ISAIAH DRAKE,-0.0012820512820512
3675,3676,2023 Core Hydration Classic,USA,AAfinal,SR,32.0,12.85,335,ISAIAH DRAKE,0.0021978021978021
3676,3677,2023 U.S. Championships,USA,qual,FX,,12.75,335,ISAIAH DRAKE,0.0015567765567765
3677,3678,2023 U.S. Championships,USA,final,FX,,14.0,335,ISAIAH DRAKE,0.0015567765567765
3678,3679,2023 U.S. Championships,USA,qual,HB,,13.05,335,ISAIAH DRAKE,-0.0019230769230769
3679,3680,2023 U.S. Championships,USA,final,HB,,11.9,335,ISAIAH DRAKE,-0.0019230769230769
3680,3681,2023 U.S. Championships,USA,qual,PB,,12.95,335,ISAIAH DRAKE,0.0016483516483516
3681,3682,2023 U.S. Championships,USA,final,PB,,13.75,335,ISAIAH DRAKE,0.0016483516483516
3682,3683,2023 U.S. Championships,USA,qual,PH,,12.15,335,ISAIAH DRAKE,-0.0012820512820512
3683,3684,2023 U.S. Championships,USA,final,PH,,12.0,335,ISAIAH DRAKE,-0.0012820512820512
3684,3685,2023 U.S. Championships,USA,qual,SR,,12.25,335,ISAIAH DRAKE,0.0021978021978021
3685,3686,2023 U.S. Championships,USA,final,SR,,13.35,335,ISAIAH DRAKE,0.0021978021978021
3686,3687,2023 U.S. Championships,USA,qual,VT,,13.6,335,ISAIAH DRAKE,0.0003663003663003
3687,3688,2023 U.S. Championships,USA,final,VT,,14.45,335,ISAIAH DRAKE,0.0003663003663003
3688,3689,2023 Winter Cup,USA,AAfinal,HB,23.0,11.55,516,ISAIAH DRAKE,-0.0019230769230769
3689,3690,2023 Winter Cup,USA,AAfinal,PB,13.0,13.55,516,ISAIAH DRAKE,0.0016483516483516
3690,3691,2023 Winter Cup,USA,AAfinal,PH,22.0,12.15,516,ISAIAH DRAKE,-0.0012820512820512
3691,3692,2023 Winter Cup,USA,AAfinal,SR,10.0,13.4,516,ISAIAH DRAKE,0.0021978021978021
3692,3693,2023 Winter Cup,USA,AAfinal,VT,,14.15,516,ISAIAH DRAKE,0.0003663003663003
3986,3987,2023 Core Hydration Classic,USA,AAfinal,FX,32.0,12.9,335,CARSON ESHLEMAN,0.0
3987,3988,2023 Core Hydration Classic,USA,AAfinal,HB,23.0,12.95,335,CARSON ESHLEMAN,0.0
3988,3989,2023 Core Hydration Classic,USA,AAfinal,PB,25.0,13.5,335,CARSON ESHLEMAN,0.0
3989,3990,2023 Core Hydration Classic,USA,AAfinal,SR,11.0,13.45,335,CARSON ESHLEMAN,0.0
3990,3991,2023 Core Hydration Classic,USA,AAfinal,VT,55.0,13.25,335,CARSON ESHLEMAN,0.0
3991,3992,2023 Core Hydration Classic,USA,AAfinal,FX,19.0,13.6,335,LUKE ESPARO,0.0
3992,3993,2023 Core Hydration Classic,USA,AAfinal,PB,75.0,11.45,335,LUKE ESPARO,0.0
3993,3994,2023 Core Hydration Classic,USA,AAfinal,SR,20.0,13.1,335,LUKE ESPARO,0.0
3994,3995,2023 Core Hydration Classic,USA,AAfinal,VT,17.0,14.2,335,LUKE ESPARO,0.0
4068,4069,2022 U.S. Championships,USA,qual,HB,,12.05,700,WILL FLECK,-0.0011363636363636
4069,4070,2022 U.S. Championships,USA,final,HB,,11.05,700,WILL FLECK,-0.0011363636363636
4070,4071,2022 U.S. Championships,USA,qual,PB,,12.9,700,WILL FLECK,-0.0026515151515151
4071,4072,2022 U.S. Championships,USA,final,PB,,12.8,700,WILL FLECK,-0.0026515151515151
4072,4073,2022 U.S. Championships,USA,qual,PH,,12.25,700,WILL FLECK,-0.0039141414141414
4073,4074,2022 U.S. Championships,USA,final,PH,,12.8,700,WILL FLECK,-0.0039141414141414
4074,4075,2022 U.S. Classic,USA,AAfinal,FX,10.0,13.9,731,WILL FLECK,0.0
4075,4076,2022 U.S. Classic,USA,AAfinal,HB,36.0,11.05,731,WILL FLECK,-0.0011363636363636
4076,4077,2022 U.S. Classic,USA,AAfinal,PB,16.0,13.25,731,WILL FLECK,-0.0026515151515151
4077,4078,2022 U.S. Classic,USA,AAfinal,PH,18.0,12.25,731,WILL FLECK,-0.0039141414141414
4078,4079,2023 Core Hydration Classic,USA,AAfinal,HB,70.0,10.6,335,WILL FLECK,-0.0011363636363636
4079,4080,2023 Core Hydration Classic,USA,AAfinal,PB,62.0,12.2,335,WILL FLECK,-0.0026515151515151
4080,4081,2023 Core Hydration Classic,USA,AAfinal,PH,55.0,10.7,335,WILL FLECK,-0.0039141414141414
4081,4082,2022 Winter Cup,USA,AAfinal,FX,26.0,12.4,881,MIKE FLETCHER,0.0016483516483516
4082,4083,2022 Winter Cup,USA,AAfinal,HB,23.0,12.4,881,MIKE FLETCHER,0.0016483516483516
4083,4084,2022 Winter Cup,USA,AAfinal,PB,18.0,13.15,881,MIKE FLETCHER,0.0021062271062271
4084,4085,2022 Winter Cup,USA,AAfinal,PH,8.0,13.35,881,MIKE FLETCHER,0.0
4085,4086,2022 Winter Cup,USA,AAfinal,SR,19.0,12.9,881,MIKE FLETCHER,0.0007326007326007
4086,4087,2022 Winter Cup,USA,AAfinal,VT,34.0,13.15,881,MIKE FLETCHER,0.0004578754578754
4087,4088,2023 Core Hydration Classic,USA,AAfinal,FX,63.0,10.9,335,MIKE FLETCHER,0.0016483516483516
4088,4089,2023 Core Hydration Classic,USA,AAfinal,HB,68.0,10.7,335,MIKE FLETCHER,0.0016483516483516
4089,4090,2023 Core Hydration Classic,USA,AAfinal,PB,59.0,12.35,335,MIKE FLETCHER,0.0021062271062271
4090,4091,2023 Core Hydration Classic,USA,AAfinal,PH,24.0,12.45,335,MIKE FLETCHER,0.0
4091,4092,2023 Core Hydration Classic,USA,AAfinal,SR,40.0,12.6,335,MIKE FLETCHER,0.0007326007326007
4092,4093,2023 Core Hydration Classic,USA,AAfinal,VT,12.0,14.35,335,MIKE FLETCHER,0.0004578754578754
4093,4094,2023 U.S. Championships,USA,qual,FX,,13.6,335,MIKE FLETCHER,0.0016483516483516
4094,4095,2023 U.S. Championships,USA,final,FX,,13.3,335,MIKE FLETCHER,0.0016483516483516
4095,4096,2023 U.S. Championships,USA,qual,HB,,13.05,335,MIKE FLETCHER,0.0016483516483516
4096,4097,2023 U.S. Championships,USA,final,HB,,13.3,335,MIKE FLETCHER,0.0016483516483516
4097,4098,2023 U.S. Championships,USA,qual,PB,,14.0,335,MIKE FLETCHER,0.0021062271062271
4098,4099,2023 U.S. Championships,USA,final,PB,,14.3,335,MIKE FLETCHER,0.0021062271062271
4099,4100,2023 U.S. Championships,USA,qual,PH,,12.5,335,MIKE FLETCHER,0.0
4100,4101,2023 U.S. Championships,USA,final,PH,,13.35,335,MIKE FLETCHER,0.0
4101,4102,2023 U.S. Championships,USA,qual,SR,,13.05,335,MIKE FLETCHER,0.0007326007326007
4102,4103,2023 U.S. Championships,USA,final,SR,,13.3,335,MIKE FLETCHER,0.0007326007326007
4103,4104,2023 U.S. Championships,USA,qual,VT,,13.85,335,MIKE FLETCHER,0.0004578754578754
4104,4105,2023 U.S. Championships,USA,final,VT,,13.4,335,MIKE FLETCHER,0.0004578754578754
4105,4106,2023 Winter Cup,USA,AAfinal,FX,18.0,12.6,516,MIKE FLETCHER,0.0016483516483516
4106,4107,2023 Winter Cup,USA,AAfinal,HB,20.0,12.1,516,MIKE FLETCHER,0.0016483516483516
4107,4108,2023 Winter Cup,USA,AAfinal,PB,14.0,13.55,516,MIKE FLETCHER,0.0021062271062271
4108,4109,2023 Winter Cup,USA,AAfinal,PH,12.0,13.05,516,MIKE FLETCHER,0.0
4109,4110,2023 Winter Cup,USA,AAfinal,SR,13.0,13.15,516,MIKE FLETCHER,0.0007326007326007
4110,4111,2023 Winter Cup,USA,AAfinal,VT,,14.45,516,MIKE FLETCHER,0.0004578754578754
4117,4118,2022 U.S. Championships,USA,qual,FX,,12.2,700,COLIN FLORES,0.0021464646464646
4118,4119,2022 U.S. Championships,USA,final,FX,,12.45,700,COLIN FLORES,0.0021464646464646
4119,4120,2022 U.S. Championships,USA,qual,HB,,12.25,700,COLIN FLORES,-0.0077020202020202
4120,4121,2022 U.S. Championships,USA,final,HB,,10.35,700,COLIN FLORES,-0.0077020202020202
4121,4122,2022 U.S. Championships,USA,qual,PB,,13.1,700,COLIN FLORES,-0.0041666666666666
4122,4123,2022 U.S. Championships,USA,final,PB,,12.8,700,COLIN FLORES,-0.0041666666666666
4123,4124,2022 U.S. Championships,USA,qual,PH,,12.4,700,COLIN FLORES,0.002020202020202
4124,4125,2022 U.S. Championships,USA,final,PH,,11.7,700,COLIN FLORES,0.002020202020202
4125,4126,2022 U.S. Championships,USA,qual,SR,,12.95,700,COLIN FLORES,-0.0006313131313131
4126,4127,2022 U.S. Championships,USA,final,SR,,12.65,700,COLIN FLORES,-0.0006313131313131
4127,4128,2022 U.S. Championships,USA,qual,VT,,13.5,700,COLIN FLORES,-0.0002525252525252
4128,4129,2022 U.S. Championships,USA,final,VT,,13.65,700,COLIN FLORES,-0.0002525252525252
4129,4130,2022 U.S. Classic,USA,AAfinal,FX,27.0,12.55,731,COLIN FLORES,0.0021464646464646
4130,4131,2022 U.S. Classic,USA,AAfinal,HB,17.0,12.6,731,COLIN FLORES,-0.0077020202020202
4131,4132,2022 U.S. Classic,USA,AAfinal,PB,23.0,13.0,731,COLIN FLORES,-0.0041666666666666
4132,4133,2022 U.S. Classic,USA,AAfinal,PH,27.0,11.7,731,COLIN FLORES,0.002020202020202
4133,4134,2022 U.S. Classic,USA,AAfinal,SR,14.0,13.1,731,COLIN FLORES,-0.0006313131313131
4134,4135,2022 U.S. Classic,USA,AAfinal,VT,23.0,13.55,731,COLIN FLORES,-0.0002525252525252
4135,4136,2023 Core Hydration Classic,USA,AAfinal,FX,21.0,13.4,335,COLIN FLORES,0.0021464646464646
4136,4137,2023 Core Hydration Classic,USA,AAfinal,HB,77.0,9.55,335,COLIN FLORES,-0.0077020202020202
4137,4138,2023 Core Hydration Classic,USA,AAfinal,PB,77.0,11.35,335,COLIN FLORES,-0.0041666666666666
4138,4139,2023 Core Hydration Classic,USA,AAfinal,PH,21.0,12.5,335,COLIN FLORES,0.002020202020202
4139,4140,2023 Core Hydration Classic,USA,AAfinal,SR,30.0,12.85,335,COLIN FLORES,-0.0006313131313131
4140,4141,2023 Core Hydration Classic,USA,AAfinal,VT,47.0,13.45,335,COLIN FLORES,-0.0002525252525252
4141,4142,2022 U.S. Classic,USA,AAfinal,FX,24.0,12.7,731,TYLER FLORES,0.0
4142,4143,2022 U.S. Classic,USA,AAfinal,HB,22.0,12.4,731,TYLER FLORES,0.0
4143,4144,2022 U.S. Classic,USA,AAfinal,PB,22.0,13.0,731,TYLER FLORES,-0.0017676767676767
4144,4145,2022 U.S. Classic,USA,AAfinal,PH,38.0,9.45,731,TYLER FLORES,0.0029040404040404
4145,4146,2022 U.S. Classic,USA,AAfinal,SR,22.0,12.55,731,TYLER FLORES,0.0
4146,4147,2022 U.S. Classic,USA,AAfinal,VT,17.0,13.95,731,TYLER FLORES,0.0
4147,4148,2023 Core Hydration Classic,USA,AAfinal,PB,60.0,12.3,335,TYLER FLORES,-0.0017676767676767
4148,4149,2023 Core Hydration Classic,USA,AAfinal,PH,56.0,10.6,335,TYLER FLORES,0.0029040404040404
4149,4150,2023 Core Hydration Classic,USA,AAfinal,VT,26.0,13.95,335,TYLER FLORES,0.0
4157,4158,2023 Core Hydration Classic,USA,AAfinal,FX,38.0,12.7,335,NICKY FRANZ,0.0
4158,4159,2023 Core Hydration Classic,USA,AAfinal,PH,41.0,11.75,335,NICKY FRANZ,0.0
4159,4160,2023 Core Hydration Classic,USA,AAfinal,SR,47.0,12.2,335,NICKY FRANZ,0.0
4160,4161,2023 Core Hydration Classic,USA,AAfinal,VT,52.0,13.4,335,NICKY FRANZ,0.0
4215,4216,2022 Winter Cup,USA,AAfinal,FX,11.0,13.25,881,JACK FREEMAN,0.0013736263736263
4216,4217,2022 Winter Cup,USA,AAfinal,HB,5.0,13.35,881,JACK FREEMAN,-0.0009157509157509
4217,4218,2022 Winter Cup,USA,AAfinal,PB,29.0,12.05,881,JACK FREEMAN,0.0
4218,4219,2022 Winter Cup,USA,AAfinal,PH,33.0,11.2,881,JACK FREEMAN,0.0
4219,4220,2022 Winter Cup,USA,AAfinal,SR,21.0,12.8,881,JACK FREEMAN,0.0
4220,4221,2022 Winter Cup,USA,AAfinal,VT,20.0,13.95,881,JACK FREEMAN,0.0
4221,4222,2023 Core Hydration Classic,USA,AAfinal,FX,11.0,14.0,335,JACK FREEMAN,0.0013736263736263
4222,4223,2023 Core Hydration Classic,USA,AAfinal,HB,27.0,12.85,335,JACK FREEMAN,-0.0009157509157509
4223,4224,2023 Winter Cup,USA,AAfinal,FX,13.0,13.2,516,JACK FREEMAN,0.0013736263736263
4224,4225,2023 Winter Cup,USA,AAfinal,HB,28.0,10.95,516,JACK FREEMAN,-0.0009157509157509
4225,4226,2023 Core Hydration Classic,USA,AAfinal,FX,66.0,10.55,335,BRIGHAM FRENTHEWAY,0.0
4226,4227,2023 Core Hydration Classic,USA,AAfinal,HB,60.0,11.35,335,BRIGHAM FRENTHEWAY,0.0
4227,4228,2023 Core Hydration Classic,USA,AAfinal,PB,29.0,13.35,335,BRIGHAM FRENTHEWAY,0.0
4228,4229,2023 Core Hydration Classic,USA,AAfinal,SR,34.0,12.8,335,BRIGHAM FRENTHEWAY,0.0
4229,4230,2023 Core Hydration Classic,USA,AAfinal,VT,36.0,13.75,335,BRIGHAM FRENTHEWAY,0.0
4272,4273,2022 Winter Cup,USA,AAfinal,FX,20.0,12.6,881,JAMES FRIEDMAN,0.0
4273,4274,2022 Winter Cup,USA,AAfinal,HB,18.0,12.8,881,JAMES FRIEDMAN,0.0
4274,4275,2022 Winter Cup,USA,AAfinal,PB,31.0,11.85,881,JAMES FRIEDMAN,0.0
4275,4276,2022 Winter Cup,USA,AAfinal,PH,17.0,12.85,881,JAMES FRIEDMAN,0.0
4276,4277,2022 Winter Cup,USA,AAfinal,SR,28.0,12.2,881,JAMES FRIEDMAN,0.0
4277,4278,2022 Winter Cup,USA,AAfinal,VT,32.0,13.25,881,JAMES FRIEDMAN,0.0
4349,4350,2022 Winter Cup,USA,AAfinal,FX,6.0,13.45,881,RAYDEL GAMBOA,0.0
4350,4351,2022 Winter Cup,USA,AAfinal,HB,3.0,13.45,881,RAYDEL GAMBOA,0.0
4351,4352,2022 Winter Cup,USA,AAfinal,PB,8.0,14.05,881,RAYDEL GAMBOA,0.0
4352,4353,2022 Winter Cup,USA,AAfinal,PH,26.0,11.85,881,RAYDEL GAMBOA,0.0
4353,4354,2022 Winter Cup,USA,AAfinal,SR,33.0,11.9,881,RAYDEL GAMBOA,0.0
4354,4355,2022 Winter Cup,USA,AAfinal,VT,15.0,14.1,881,RAYDEL GAMBOA,0.0
4679,4680,2023 Winter Cup,USA,AAfinal,FX,10.0,13.45,516,SPENCER GOODELL,0.0
4680,4681,2023 Winter Cup,USA,AAfinal,PB,10.0,13.75,516,SPENCER GOODELL,0.0
4683,4684,2023 Core Hydration Classic,USA,AAfinal,HB,47.0,11.9,335,KRISTIAN GRAHOVSKI,0.0
4684,4685,2023 Core Hydration Classic,USA,AAfinal,PB,39.0,13.0,335,KRISTIAN GRAHOVSKI,0.0
4685,4686,2023 Core Hydration Classic,USA,AAfinal,PH,23.0,12.45,335,KRISTIAN GRAHOVSKI,0.0
4686,4687,2023 Core Hydration Classic,USA,AAfinal,SR,54.0,11.9,335,KRISTIAN GRAHOVSKI,0.0
4712,4713,2023 Core Hydration Classic,USA,AAfinal,FX,48.0,12.15,335,DAVID GROSSMAN,0.0
4713,4714,2023 Core Hydration Classic,USA,AAfinal,HB,69.0,10.65,335,DAVID GROSSMAN,0.0
4714,4715,2023 Core Hydration Classic,USA,AAfinal,PB,74.0,11.45,335,DAVID GROSSMAN,0.0
4715,4716,2023 Core Hydration Classic,USA,AAfinal,PH,46.0,11.3,335,DAVID GROSSMAN,0.0
4716,4717,2023 Core Hydration Classic,USA,AAfinal,SR,45.0,12.25,335,DAVID GROSSMAN,0.0
4717,4718,2023 Core Hydration Classic,USA,AAfinal,VT,24.0,14.0,335,DAVID GROSSMAN,0.0
4777,4778,2022 Winter Cup,USA,AAfinal,FX,1.0,14.25,881,VITALIY GUIMARAES,0.0
4778,4779,2022 Winter Cup,USA,AAfinal,HB,4.0,13.4,881,VITALIY GUIMARAES,0.0
4779,4780,2022 Winter Cup,USA,AAfinal,PB,9.0,13.9,881,VITALIY GUIMARAES,0.0
4780,4781,2022 Winter Cup,USA,AAfinal,PH,2.0,14.35,881,VITALIY GUIMARAES,0.0
4781,4782,2022 Winter Cup,USA,AAfinal,SR,5.0,13.6,881,VITALIY GUIMARAES,0.0
4782,4783,2022 Winter Cup,USA,AAfinal,VT,9.0,14.45,881,VITALIY GUIMARAES,0.0
4903,4904,2022 Winter Cup,USA,AAfinal,FX,14.0,13.15,881,IAN GUNTHER,0.0006410256410256
4904,4905,2022 Winter Cup,USA,AAfinal,HB,8.0,13.25,881,IAN GUNTHER,-0.0003663003663003
4905,4906,2022 Winter Cup,USA,AAfinal,PB,28.0,12.1,881,IAN GUNTHER,0.0024725274725274
4906,4907,2022 Winter Cup,USA,AAfinal,PH,9.0,13.2,881,IAN GUNTHER,0.0005494505494505
4907,4908,2022 Winter Cup,USA,AAfinal,SR,9.0,13.5,881,IAN GUNTHER,0.0
4908,4909,2022 Winter Cup,USA,AAfinal,VT,27.0,13.45,881,IAN GUNTHER,0.0
4909,4910,2023 Core Hydration Classic,USA,AAfinal,FX,47.0,12.2,335,IAN GUNTHER,0.0006410256410256
4910,4911,2023 Core Hydration Classic,USA,AAfinal,HB,17.0,13.2,335,IAN GUNTHER,-0.0003663003663003
4911,4912,2023 Core Hydration Classic,USA,AAfinal,PB,11.0,14.0,335,IAN GUNTHER,0.0024725274725274
4912,4913,2023 Core Hydration Classic,USA,AAfinal,PH,39.0,11.9,335,IAN GUNTHER,0.0005494505494505
4913,4914,2023 Core Hydration Classic,USA,AAfinal,SR,50.0,12.15,335,IAN GUNTHER,0.0
4914,4915,2023 Core Hydration Classic,USA,AAfinal,VT,40.0,13.65,335,IAN GUNTHER,0.0
4915,4916,2023 U.S. Championships,USA,qual,FX,,13.6,335,IAN GUNTHER,0.0006410256410256
4916,4917,2023 U.S. Championships,USA,final,FX,,13.5,335,IAN GUNTHER,0.0006410256410256
4917,4918,2023 U.S. Championships,USA,qual,HB,,12.85,335,IAN GUNTHER,-0.0003663003663003
4918,4919,2023 U.S. Championships,USA,final,HB,,13.05,335,IAN GUNTHER,-0.0003663003663003
4919,4920,2023 U.S. Championships,USA,qual,PB,,12.9,335,IAN GUNTHER,0.0024725274725274
4920,4921,2023 U.S. Championships,USA,final,PB,,13.45,335,IAN GUNTHER,0.0024725274725274
4921,4922,2023 U.S. Championships,USA,qual,PH,,12.55,335,IAN GUNTHER,0.0005494505494505
4922,4923,2023 U.S. Championships,USA,final,PH,,13.5,335,IAN GUNTHER,0.0005494505494505
4923,4924,2023 U.S. Championships,USA,qual,SR,,13.6,335,IAN GUNTHER,0.0
4924,4925,2023 U.S. Championships,USA,final,SR,,13.5,335,IAN GUNTHER,0.0
4925,4926,2023 U.S. Championships,USA,qual,VT,,13.45,335,IAN GUNTHER,0.0
4926,4927,2023 U.S. Championships,USA,final,VT,,13.45,335,IAN GUNTHER,0.0
4927,4928,2023 Winter Cup,USA,AAfinal,FX,14.0,12.9,516,IAN GUNTHER,0.0006410256410256
4928,4929,2023 Winter Cup,USA,AAfinal,HB,4.0,13.6,516,IAN GUNTHER,-0.0003663003663003
4929,4930,2023 Winter Cup,USA,AAfinal,PB,27.0,12.45,516,IAN GUNTHER,0.0024725274725274
4930,4931,2023 Winter Cup,USA,AAfinal,PH,14.0,12.85,516,IAN GUNTHER,0.0005494505494505
4931,4932,2023 Winter Cup,USA,AAfinal,SR,8.0,13.8,516,IAN GUNTHER,0.0
4932,4933,2023 Winter Cup,USA,AAfinal,VT,,13.5,516,IAN GUNTHER,0.0
4964,4965,2023 Core Hydration Classic,USA,AAfinal,PB,56.0,12.4,335,TAS HAJDU,0.0
4965,4966,2023 Core Hydration Classic,USA,AAfinal,SR,67.0,10.9,335,TAS HAJDU,0.0
4966,4967,2022 U.S. Championships,USA,qual,FX,,13.55,700,DALLAS HALE,-0.0013698630136986
4967,4968,2022 U.S. Championships,USA,final,FX,,13.1,700,DALLAS HALE,-0.0013698630136986
4968,4969,2022 U.S. Championships,USA,qual,HB,,12.85,700,DALLAS HALE,-0.000958904109589
4969,4970,2022 U.S. Championships,USA,final,HB,,12.9,700,DALLAS HALE,-0.000958904109589
4970,4971,2022 U.S. Championships,USA,qual,PB,,14.25,700,DALLAS HALE,0.0015068493150684
4971,4972,2022 U.S. Championships,USA,final,PB,,13.95,700,DALLAS HALE,0.0015068493150684
4972,4973,2022 U.S. Championships,USA,qual,PH,,13.05,700,DALLAS HALE,0.0001369863013698
4973,4974,2022 U.S. Championships,USA,final,PH,,13.45,700,DALLAS HALE,0.0001369863013698
4974,4975,2022 U.S. Championships,USA,qual,SR,,13.45,700,DALLAS HALE,-0.0005479452054794
4975,4976,2022 U.S. Championships,USA,final,SR,,13.35,700,DALLAS HALE,-0.0005479452054794
4976,4977,2022 U.S. Championships,USA,qual,VT,,14.7,700,DALLAS HALE,-0.0006849315068493
4977,4978,2022 U.S. Championships,USA,final,VT,,14.8,700,DALLAS HALE,-0.0006849315068493
4978,4979,2023 Core Hydration Classic,USA,AAfinal,FX,56.0,11.7,335,DALLAS HALE,-0.0013698630136986
4979,4980,2023 Core Hydration Classic,USA,AAfinal,HB,58.0,11.45,335,DALLAS HALE,-0.000958904109589
4980,4981,2023 Core Hydration Classic,USA,AAfinal,PB,70.0,12.0,335,DALLAS HALE,0.0015068493150684
4981,4982,2023 Core Hydration Classic,USA,AAfinal,PH,52.0,10.6,335,DALLAS HALE,0.0001369863013698
4982,4983,2023 Core Hydration Classic,USA,AAfinal,SR,36.0,12.75,335,DALLAS HALE,-0.0005479452054794
4983,4984,2023 Core Hydration Classic,USA,AAfinal,VT,4.0,14.85,335,DALLAS HALE,-0.0006849315068493
4984,4985,2023 U.S. Championships,USA,qual,FX,,14.2,335,DALLAS HALE,-0.0013698630136986
4985,4986,2023 U.S. Championships,USA,final,FX,,13.05,335,DALLAS HALE,-0.0013698630136986
4986,4987,2023 U.S. Championships,USA,qual,HB,,12.2,335,DALLAS HALE,-0.000958904109589
4987,4988,2023 U.S. Championships,USA,final,HB,,12.5,335,DALLAS HALE,-0.000958904109589
4988,4989,2023 U.S. Championships,USA,qual,PB,,14.8,335,DALLAS HALE,0.0015068493150684
4989,4990,2023 U.S. Championships,USA,final,PB,,14.8,335,DALLAS HALE,0.0015068493150684
4990,4991,2023 U.S. Championships,USA,qual,PH,,13.3,335,DALLAS HALE,0.0001369863013698
4991,4992,2023 U.S. Championships,USA,final,PH,,13.1,335,DALLAS HALE,0.0001369863013698
4992,4993,2023 U.S. Championships,USA,qual,SR,,13.2,335,DALLAS HALE,-0.0005479452054794
4993,4994,2023 U.S. Championships,USA,final,SR,,13.25,335,DALLAS HALE,-0.0005479452054794
4994,4995,2023 U.S. Championships,USA,qual,VT,,14.7,335,DALLAS HALE,-0.0006849315068493
4995,4996,2023 U.S. Championships,USA,final,VT,,14.45,335,DALLAS HALE,-0.0006849315068493
5109,5110,2023 Core Hydration Classic,USA,AAfinal,FX,60.0,11.65,335,JACOB HARMON,0.0
