,Unnamed: 0.1,Unnamed: 0,Competition,Country,Round,Apparatus,Rank,Score,Location,days_till_paris,names,rate_of_change
4499,4499,4500,2022 51st FIG Artistic Gymnastics World Championships,CYP,qual,HB,4.0,0.894841024372139,"Liverpool, England",0.7253121452894438,ILIAS GEORGIOU,-0.008741237100017571
4500,4500,4501,2022 51st FIG Artistic Gymnastics World Championships,CYP,qual,PB,107.0,0.7814549053569219,"Liverpool, England",0.7253121452894438,ILIAS GEORGIOU,-0.0005664051118965026
4501,4501,4502,2022 Cairo World Cup,CYP,qual,HB,1.0,0.8722009155016701,"Cairo, Egypt",0.9682179341657208,ILIAS GEORGIOU,-0.008741237100017571
4502,4502,4503,2022 Cairo World Cup,CYP,final,HB,7.0,0.764938760361252,"Cairo, Egypt",0.9682179341657208,ILIAS GEORGIOU,-0.008741237100017571
4503,4503,4504,2022 Cairo World Cup,CYP,qual,PB,6.0,0.8783867375974266,"Cairo, Egypt",0.9682179341657208,ILIAS GEORGIOU,-0.0005664051118965026
4504,4504,4505,2022 Cairo World Cup,CYP,final,PB,3.0,0.8886552022763825,"Cairo, Egypt",0.9682179341657208,ILIAS GEORGIOU,-0.0005664051118965026
4505,4505,4506,2022 Cairo World Cup,CYP,qual,PH,29.0,0.7340096498824693,"Cairo, Egypt",0.9682179341657208,ILIAS GEORGIOU,0.0016907615280495941
4506,4506,4507,2022 Paris World Challenge Cup,CYP,final,HB,2.0,0.8907583817889397,"Paris, France",0.7593643586833144,ILIAS GEORGIOU,-0.008741237100017571
4507,4507,4508,2022 Paris World Challenge Cup,CYP,qual,HB,4.0,0.8783867375974266,"Paris, France",0.7593643586833144,ILIAS GEORGIOU,-0.008741237100017571
4508,4508,4509,2023 52nd FIG Artistic Gymnastics World Championships,CYP,qual,FX,121.0,0.7690832611654088,"Antwerp, Belgium",0.34506242905788875,ILIAS GEORGIOU,-0.021233975661097037
4509,4509,4510,2023 52nd FIG Artistic Gymnastics World Championships,CYP,qual,HB,64.0,0.8082395150315477,"Antwerp, Belgium",0.34506242905788875,ILIAS GEORGIOU,-0.008741237100017571
4510,4510,4511,2023 52nd FIG Artistic Gymnastics World Championships,CYP,qual,PB,36.0,0.8742422367932697,"Antwerp, Belgium",0.34506242905788875,ILIAS GEORGIOU,-0.0005664051118965026
4511,4511,4512,2023 52nd FIG Artistic Gymnastics World Championships,CYP,qual,PH,102.0,0.7463812940739825,"Antwerp, Belgium",0.34506242905788875,ILIAS GEORGIOU,0.0016907615280495941
4512,4512,4513,2023 52nd FIG Artistic Gymnastics World Championships,CYP,qual,SR,44.0,0.8289001608313745,"Antwerp, Belgium",0.34506242905788875,ILIAS GEORGIOU,0.0005434590625871706
4513,4513,4514,2023 52nd FIG Artistic Gymnastics World Championships,CYP,qual,VT,29.0,0.8886552022763825,"Antwerp, Belgium",0.34506242905788875,ILIAS GEORGIOU,0.008068910751216575
4514,4514,4515,2023 Cottbus World Cup,CYP,qual,HB,35.0,0.705183718916244,"Cottbus, Germany",0.5856980703745743,ILIAS GEORGIOU,-0.008741237100017571
4515,4515,4516,2023 Cottbus World Cup,CYP,final,PB,8.0,0.793826549548435,"Cottbus, Germany",0.5856980703745743,ILIAS GEORGIOU,-0.0005664051118965026
4516,4516,4517,2023 Cottbus World Cup,CYP,qual,PB,6.0,0.8886552022763825,"Cottbus, Germany",0.5856980703745743,ILIAS GEORGIOU,-0.0005664051118965026
4517,4517,4518,2023 Cottbus World Cup,CYP,qual,PH,34.0,0.8020536929357911,"Cottbus, Germany",0.5856980703745743,ILIAS GEORGIOU,0.0016907615280495941
4518,4518,4519,2023 Senior European Championships,CYP,qual,FX,58.0,0.8123840158357045,"Antalya, Turkey",0.5187287173666288,ILIAS GEORGIOU,-0.021233975661097037
4519,4519,4520,2023 Senior European Championships,CYP,qual,HB,49.0,0.793826549548435,"Antalya, Turkey",0.5187287173666288,ILIAS GEORGIOU,-0.008741237100017571
4520,4520,4521,2023 Senior European Championships,CYP,qual,PB,80.0,0.7876407274526784,"Antalya, Turkey",0.5187287173666288,ILIAS GEORGIOU,-0.0005664051118965026
4521,4521,4522,2023 Senior European Championships,CYP,qual,PH,100.0,0.7195966843993566,"Antalya, Turkey",0.5187287173666288,ILIAS GEORGIOU,0.0016907615280495941
4522,4522,4523,2023 Senior European Championships,CYP,qual,SR,28.0,0.8329828034145738,"Antalya, Turkey",0.5187287173666288,ILIAS GEORGIOU,0.0005434590625871706
4523,4523,4524,2023 Senior European Championships,CYP,qual,VT,35.0,0.8722009155016701,"Antalya, Turkey",0.5187287173666288,ILIAS GEORGIOU,0.008068910751216575
4524,4524,4525,BIRMINGHAM 2022 Commonwealth Games,CYP,final,HB,1.0,0.894841024372139,"Birmingham, England",0.8297389330306469,ILIAS GEORGIOU,-0.008741237100017571
4525,4525,4526,BIRMINGHAM 2022 Commonwealth Games,CYP,final,PB,6.0,0.8412718050228875,"Birmingham, England",0.8297389330306469,ILIAS GEORGIOU,-0.0005664051118965026
4526,4526,4527,BIRMINGHAM 2022 Commonwealth Games,CYP,qual,PB,7.0,0.8845725596931833,"Birmingham, England",0.8297389330306469,ILIAS GEORGIOU,-0.0005664051118965026
4527,4527,4528,BIRMINGHAM 2022 Commonwealth Games,CYP,qual,PH,13.0,0.7948781393047135,"Birmingham, England",0.8297389330306469,ILIAS GEORGIOU,0.0016907615280495941
4528,4528,4529,BIRMINGHAM 2022 Commonwealth Games,CYP,qual,SR,10.0,0.8258072497834962,"Birmingham, England",0.8297389330306469,ILIAS GEORGIOU,0.0005434590625871706
4529,4529,4530,BIRMINGHAM 2022 Commonwealth Games,CYP,qual,HB,3.0,0.8752938265495485,"Birmingham, England",0.8297389330306469,ILIAS GEORGIOU,-0.008741237100017571
4530,4530,4531,2022 51st FIG Artistic Gymnastics World Championships,CYP,qual,HB,14.0,0.8722009155016701,"Liverpool, England",0.7253121452894438,MARIOS GEORGIOU,0.0019697371801778883
4531,4531,4532,2022 51st FIG Artistic Gymnastics World Championships,CYP,qual,PB,14.0,0.9175429914635655,"Liverpool, England",0.7253121452894438,MARIOS GEORGIOU,0.01663436767560345
4532,4532,4533,2022 Baku World Cup,CYP,final,HB,8.0,0.8041568724483483,"Baku, Azerbaijan",0.9682179341657208,MARIOS GEORGIOU,0.0019697371801778883
4533,4533,4534,2022 Baku World Cup,CYP,qual,HB,7.0,0.8536434492144006,"Baku, Azerbaijan",0.9682179341657208,MARIOS GEORGIOU,0.0019697371801778883
4534,4534,4535,2022 Baku World Cup,CYP,qual,PB,5.0,0.870097735989113,"Baku, Azerbaijan",0.9682179341657208,MARIOS GEORGIOU,0.01663436767560345
4535,4535,4536,2022 Baku World Cup,CYP,qual,PH,7.0,0.8722009155016701,"Baku, Azerbaijan",0.9682179341657208,MARIOS GEORGIOU,-0.06270089670212511
4536,4536,4537,2022 Baku World Cup,CYP,final,PH,4.0,0.8845725596931833,"Baku, Azerbaijan",0.9682179341657208,MARIOS GEORGIOU,-0.06270089670212511
4537,4537,4538,2022 Cairo World Cup,CYP,qual,HB,9.0,0.7958678708400346,"Cairo, Egypt",0.9682179341657208,MARIOS GEORGIOU,0.0019697371801778883
4538,4538,4539,2022 Cairo World Cup,CYP,final,PB,4.0,0.8804280588890263,"Cairo, Egypt",0.9682179341657208,MARIOS GEORGIOU,0.01663436767560345
4539,4539,4540,2022 Cairo World Cup,CYP,qual,PB,1.0,0.8969442038846962,"Cairo, Egypt",0.9682179341657208,MARIOS GEORGIOU,0.01663436767560345
4540,4540,4541,2022 Cairo World Cup,CYP,qual,PH,27.0,0.7381541506866263,"Cairo, Egypt",0.9682179341657208,MARIOS GEORGIOU,-0.06270089670212511
4541,4541,4542,2022 Paris World Challenge Cup,CYP,qual,HB,1.0,0.893851292836818,"Paris, France",0.7593643586833144,MARIOS GEORGIOU,0.0019697371801778883
4542,4542,4543,2022 Paris World Challenge Cup,CYP,final,HB,8.0,0.8072497834962267,"Paris, France",0.7593643586833144,MARIOS GEORGIOU,0.0019697371801778883
4543,4543,4544,2022 Senior European Championships,CYP,qual,FX,32.0,0.8371273042187306,"Munich, Germany",0.7945516458569807,MARIOS GEORGIOU,0.005551167922829439
4544,4544,4545,2022 Senior European Championships,CYP,final,HB,1.0,0.8907583817889397,"Munich, Germany",0.7945516458569807,MARIOS GEORGIOU,0.0019697371801778883
4545,4545,4546,2022 Senior European Championships,CYP,qual,HB,1.0,0.8804280588890263,"Munich, Germany",0.7945516458569807,MARIOS GEORGIOU,0.0019697371801778883
4546,4546,4547,2022 Senior European Championships,CYP,qual,PH,72.0,0.7443399727823827,"Munich, Germany",0.7945516458569807,MARIOS GEORGIOU,-0.06270089670212511
4547,4547,4548,2022 Varna World Challenge Cup,CYP,final,FX,4.0,0.8258072497834962,"Varna, Bulgaria",0.9682179341657208,MARIOS GEORGIOU,0.005551167922829439
4548,4548,4549,2022 Varna World Challenge Cup,CYP,qual,FX,2.0,0.8691080044537919,"Varna, Bulgaria",0.9682179341657208,MARIOS GEORGIOU,0.005551167922829439
4549,4549,4550,2022 Varna World Challenge Cup,CYP,qual,HB,1.0,0.893851292836818,"Varna, Bulgaria",0.9682179341657208,MARIOS GEORGIOU,0.0019697371801778883
4550,4550,4551,2022 Varna World Challenge Cup,CYP,final,HB,1.0,0.8876654707410614,"Varna, Bulgaria",0.9682179341657208,MARIOS GEORGIOU,0.0019697371801778883
4551,4551,4552,2022 Varna World Challenge Cup,CYP,qual,PB,1.0,0.9000371149325745,"Varna, Bulgaria",0.9682179341657208,MARIOS GEORGIOU,0.01663436767560345
4552,4552,4553,2022 Varna World Challenge Cup,CYP,final,PB,1.0,0.918594581219844,"Varna, Bulgaria",0.9682179341657208,MARIOS GEORGIOU,0.01663436767560345
4553,4553,4554,2022 Varna World Challenge Cup,CYP,qual,PH,7.0,0.835085982927131,"Varna, Bulgaria",0.9682179341657208,MARIOS GEORGIOU,-0.06270089670212511
4554,4554,4555,2022 Varna World Challenge Cup,CYP,final,PH,1.0,0.8969442038846962,"Varna, Bulgaria",0.9682179341657208,MARIOS GEORGIOU,-0.06270089670212511
4555,4555,4556,2022 Varna World Challenge Cup,CYP,qual,SR,7.0,0.8567363602622788,"Varna, Bulgaria",0.9682179341657208,MARIOS GEORGIOU,-0.03423792094300985
4556,4556,4557,2022 Varna World Challenge Cup,CYP,final,SR,6.0,0.8505505381665223,"Varna, Bulgaria",0.9682179341657208,MARIOS GEORGIOU,-0.03423792094300985
4557,4557,4558,2022 Varna World Challenge Cup,CYP,qual,VT,7.0,0.8567363602622788,"Varna, Bulgaria",0.9682179341657208,MARIOS GEORGIOU,0.011412640314336617
4558,4558,4559,2022 Varna World Challenge Cup,CYP,final,VT,6.0,0.8536434492144006,"Varna, Bulgaria",0.9682179341657208,MARIOS GEORGIOU,0.011412640314336617
4559,4559,4560,2022 Varna World Challenge Cup,CYP,qual,VT,7.0,0.8443647160707658,"Varna, Bulgaria",0.9682179341657208,MARIOS GEORGIOU,0.011412640314336617
4560,4560,4561,2022 Varna World Challenge Cup,CYP,final,VT,6.0,0.835085982927131,"Varna, Bulgaria",0.9682179341657208,MARIOS GEORGIOU,0.011412640314336617
4561,4561,4562,2023 52nd FIG Artistic Gymnastics World Championships,CYP,qual,HB,54.0,0.8185698379314611,"Antwerp, Belgium",0.34506242905788875,MARIOS GEORGIOU,0.0019697371801778883
4562,4562,4563,2023 Cairo World Cup,CYP,qual,HB,9.0,0.822714338735618,"Cairo, Egypt",0.5187287173666288,MARIOS GEORGIOU,0.0019697371801778883
4563,4563,4564,BIRMINGHAM 2022 Commonwealth Games,CYP,AAfinal,FX,8.0,0.8072497834962267,"Birmingham, England",0.8297389330306469,MARIOS GEORGIOU,0.005551167922829439
4564,4564,4565,BIRMINGHAM 2022 Commonwealth Games,CYP,qual,FX,15.0,0.7855994061610787,"Birmingham, England",0.8297389330306469,MARIOS GEORGIOU,0.005551167922829439
4565,4565,4566,BIRMINGHAM 2022 Commonwealth Games,CYP,AAfinal,HB,3.0,0.8381788939750093,"Birmingham, England",0.8297389330306469,MARIOS GEORGIOU,0.0019697371801778883
4566,4566,4567,BIRMINGHAM 2022 Commonwealth Games,CYP,final,HB,3.0,0.8742422367932697,"Birmingham, England",0.8297389330306469,MARIOS GEORGIOU,0.0019697371801778883
4567,4567,4568,BIRMINGHAM 2022 Commonwealth Games,CYP,AAfinal,PB,2.0,0.8814796486453049,"Birmingham, England",0.8297389330306469,MARIOS GEORGIOU,0.01663436767560345
4568,4568,4569,BIRMINGHAM 2022 Commonwealth Games,CYP,final,PB,3.0,0.8989855251762959,"Birmingham, England",0.8297389330306469,MARIOS GEORGIOU,0.01663436767560345
4569,4569,4570,BIRMINGHAM 2022 Commonwealth Games,CYP,qual,PB,6.0,0.8876654707410614,"Birmingham, England",0.8297389330306469,MARIOS GEORGIOU,0.01663436767560345
4570,4570,4571,BIRMINGHAM 2022 Commonwealth Games,CYP,AAfinal,PH,2.0,0.8598292713101571,"Birmingham, England",0.8297389330306469,MARIOS GEORGIOU,-0.06270089670212511
4571,4571,4572,BIRMINGHAM 2022 Commonwealth Games,CYP,final,PH,7.0,0.8144253371273042,"Birmingham, England",0.8297389330306469,MARIOS GEORGIOU,-0.06270089670212511
4572,4572,4573,BIRMINGHAM 2022 Commonwealth Games,CYP,qual,PH,3.0,0.8567363602622788,"Birmingham, England",0.8297389330306469,MARIOS GEORGIOU,-0.06270089670212511
4573,4573,4574,BIRMINGHAM 2022 Commonwealth Games,CYP,AAfinal,SR,3.0,0.8258072497834962,"Birmingham, England",0.8297389330306469,MARIOS GEORGIOU,-0.03423792094300985
4574,4574,4575,BIRMINGHAM 2022 Commonwealth Games,CYP,qual,SR,19.0,0.8010639614004701,"Birmingham, England",0.8297389330306469,MARIOS GEORGIOU,-0.03423792094300985
4575,4575,4576,BIRMINGHAM 2022 Commonwealth Games,CYP,AAfinal,VT,10.0,0.8443647160707658,"Birmingham, England",0.8297389330306469,MARIOS GEORGIOU,0.011412640314336617
4576,4576,4577,BIRMINGHAM 2022 Commonwealth Games,CYP,AAqual,VT,,0.8752938265495485,"Birmingham, England",0.8297389330306469,MARIOS GEORGIOU,0.011412640314336617
4577,4577,4578,BIRMINGHAM 2022 Commonwealth Games,CYP,qual,HB,5.0,0.8598292713101571,"Birmingham, England",0.8297389330306469,MARIOS GEORGIOU,0.0019697371801778883
4578,4578,4579,2023 British Gymnastics Championships,GBR,qual,FX,21.0,0.7546702956822962,"Liverpool, England",0.5539160045402951,SAMUEL GHINN,0.0
4579,4579,4580,2023 British Gymnastics Championships,GBR,final,HB,7.0,0.7113695410120005,"Liverpool, England",0.5539160045402951,SAMUEL GHINN,0.0
4580,4580,4581,2023 British Gymnastics Championships,GBR,qual,HB,9.0,0.7794135840653222,"Liverpool, England",0.5539160045402951,SAMUEL GHINN,0.0
4581,4581,4582,2023 British Gymnastics Championships,GBR,qual,PB,14.0,0.7979710503525919,"Liverpool, England",0.5539160045402951,SAMUEL GHINN,0.0
4582,4582,4583,2023 British Gymnastics Championships,GBR,final,PH,8.0,0.5567239886180874,"Liverpool, England",0.5539160045402951,SAMUEL GHINN,0.0
4583,4583,4584,2023 British Gymnastics Championships,GBR,qual,PH,8.0,0.7825064951132006,"Liverpool, England",0.5539160045402951,SAMUEL GHINN,0.0
4584,4584,4585,2023 British Gymnastics Championships,GBR,qual,SR,18.0,0.7732277619695658,"Liverpool, England",0.5539160045402951,SAMUEL GHINN,0.0
4585,4585,4586,2023 British Gymnastics Championships,GBR,qual,VT,24.0,0.8165285166398614,"Liverpool, England",0.5539160045402951,SAMUEL GHINN,0.0
4586,4586,4587,2023 FISU World University Games,ITA,qual,FX,27.0,0.822714338735618,"Chengdu, China",0.38024971623155507,LAY GIANNINI,-0.009100275283326903
4587,4587,4588,2023 FISU World University Games,ITA,AAfinal,FX,12.0,0.822714338735618,"Chengdu, China",0.38024971623155507,LAY GIANNINI,-0.009100275283326903
4588,4588,4589,2023 FISU World University Games,ITA,qual,HB,19.0,0.835085982927131,"Chengdu, China",0.38024971623155507,LAY GIANNINI,0.01516712547221197
4589,4589,4590,2023 FISU World University Games,ITA,AAfinal,HB,7.0,0.8412718050228875,"Chengdu, China",0.38024971623155507,LAY GIANNINI,0.01516712547221197
4590,4590,4591,2023 FISU World University Games,ITA,final,PB,8.0,0.8000123716441915,"Chengdu, China",0.38024971623155507,LAY GIANNINI,0.06066850188884881
4591,4591,4592,2023 FISU World University Games,ITA,qual,PB,14.0,0.8639119138933563,"Chengdu, China",0.38024971623155507,LAY GIANNINI,0.06066850188884881
4592,4592,4593,2023 FISU World University Games,ITA,AAfinal,PB,6.0,0.8845725596931833,"Chengdu, China",0.38024971623155507,LAY GIANNINI,0.06066850188884881
4593,4593,4594,2023 FISU World University Games,ITA,qual,PH,29.0,0.7917852282568354,"Chengdu, China",0.38024971623155507,LAY GIANNINI,0.007583562736105752
4594,4594,4595,2023 FISU World University Games,ITA,AAfinal,PH,14.0,0.7917852282568354,"Chengdu, China",0.38024971623155507,LAY GIANNINI,0.007583562736105752
4595,4595,4596,2023 FISU World University Games,ITA,qual,SR,35.0,0.8082395150315477,"Chengdu, China",0.38024971623155507,LAY GIANNINI,0.0
4596,4596,4597,2023 FISU World University Games,ITA,AAfinal,SR,10.0,0.8185698379314611,"Chengdu, China",0.38024971623155507,LAY GIANNINI,0.0
4597,4597,4598,2023 FISU World University Games,ITA,AAfinal,VT,7.0,0.8804280588890263,"Chengdu, China",0.38024971623155507,LAY GIANNINI,-0.0217496579271522
4598,4598,4599,2023 FISU World University Games,ITA,qual,VT,56.0,0.8309414821229741,"Chengdu, China",0.38024971623155507,LAY GIANNINI,-0.0217496579271522
4599,4599,4600,EnBW DTB Pokal Team Challenge 2023,ITA,qual,FX,20.0,0.8412718050228875,"Stuttgart, Germany",0.5539160045402951,LAY GIANNINI,-0.009100275283326903
4600,4600,4601,EnBW DTB Pokal Team Challenge 2023,ITA,qual,HB,23.0,0.8103426945441049,"Stuttgart, Germany",0.5539160045402951,LAY GIANNINI,0.01516712547221197
4601,4601,4602,EnBW DTB Pokal Team Challenge 2023,ITA,qual,PB,48.0,0.7608561177780527,"Stuttgart, Germany",0.5539160045402951,LAY GIANNINI,0.06066850188884881
4602,4602,4603,EnBW DTB Pokal Team Challenge 2023,ITA,qual,PH,24.0,0.776320673017444,"Stuttgart, Germany",0.5539160045402951,LAY GIANNINI,0.007583562736105752
4603,4603,4604,EnBW DTB Pokal Team Challenge 2023,ITA,qual,VT,20.0,0.8752938265495485,"Stuttgart, Germany",0.5539160045402951,LAY GIANNINI,-0.0217496579271522
4604,4604,4605,2023 Artistic Gymnastics Senior Pan American Championships,CRC,TeamQual,FX,,0.7670419398738092,"Medellin, Colombia",0.48467650397275824,ANDRÉS ESTEBAN GIRÓN ÁLVAREZ,0.0
4605,4605,4606,2023 Artistic Gymnastics Senior Pan American Championships,CRC,TeamQual,HB,,0.6371396758629222,"Medellin, Colombia",0.48467650397275824,ANDRÉS ESTEBAN GIRÓN ÁLVAREZ,0.0
4606,4606,4607,2023 Artistic Gymnastics Senior Pan American Championships,CRC,TeamQual,PB,,0.7278856860076703,"Medellin, Colombia",0.48467650397275824,ANDRÉS ESTEBAN GIRÓN ÁLVAREZ,0.0
4607,4607,4608,2023 Artistic Gymnastics Senior Pan American Championships,CRC,TeamQual,PH,,0.44537919089446987,"Medellin, Colombia",0.48467650397275824,ANDRÉS ESTEBAN GIRÓN ÁLVAREZ,0.0
4608,4608,4609,2023 Artistic Gymnastics Senior Pan American Championships,CRC,TeamQual,SR,,0.6660274650501051,"Medellin, Colombia",0.48467650397275824,ANDRÉS ESTEBAN GIRÓN ÁLVAREZ,0.0
4609,4609,4610,2023 Artistic Gymnastics Senior Pan American Championships,CRC,TeamQual,VT,,0.793826549548435,"Medellin, Colombia",0.48467650397275824,ANDRÉS ESTEBAN GIRÓN ÁLVAREZ,0.0
4610,4610,4611,2023 52nd FIG Artistic Gymnastics World Championships,SUI,qual,FX,40.0,0.8577260917975998,"Antwerp, Belgium",0.34506242905788875,LUCA GIUBELLINI,-0.031335281225590386
4611,4611,4612,2023 52nd FIG Artistic Gymnastics World Championships,SUI,TeamFinal,FX,,0.7443399727823827,"Antwerp, Belgium",0.34506242905788875,LUCA GIUBELLINI,-0.031335281225590386
4612,4612,4613,2023 52nd FIG Artistic Gymnastics World Championships,SUI,qual,PH,123.0,0.7072250402078436,"Antwerp, Belgium",0.34506242905788875,LUCA GIUBELLINI,-0.021233975661097037
4613,4613,4614,2023 52nd FIG Artistic Gymnastics World Championships,SUI,TeamFinal,PH,,0.8144253371273042,"Antwerp, Belgium",0.34506242905788875,LUCA GIUBELLINI,-0.021233975661097037
4614,4614,4615,2023 52nd FIG Artistic Gymnastics World Championships,SUI,TeamFinal,VT,,0.8927997030805394,"Antwerp, Belgium",0.34506242905788875,LUCA GIUBELLINI,-0.0040647896265526276
4615,4615,4616,2023 52nd FIG Artistic Gymnastics World Championships,SUI,qual,VT,33.0,0.8886552022763825,"Antwerp, Belgium",0.34506242905788875,LUCA GIUBELLINI,-0.0040647896265526276
4616,4616,4617,2023 Senior European Championships,SUI,qual,FX,63.0,0.8082395150315477,"Antalya, Turkey",0.5187287173666288,LUCA GIUBELLINI,-0.031335281225590386
4617,4617,4618,2023 Senior European Championships,SUI,qual,PH,11.0,0.8577260917975998,"Antalya, Turkey",0.5187287173666288,LUCA GIUBELLINI,-0.021233975661097037
4618,4618,4619,2023 Senior European Championships,SUI,final,VT,6.0,0.8969442038846962,"Antalya, Turkey",0.5187287173666288,LUCA GIUBELLINI,-0.0040647896265526276
4619,4619,4620,2023 Senior European Championships,SUI,qual,VT,9.0,0.8969442038846962,"Antalya, Turkey",0.5187287173666288,LUCA GIUBELLINI,-0.0040647896265526276
4620,4620,4621,2023 Senior European Championships,SUI,qual,VT,8.0,0.8969442038846962,"Antalya, Turkey",0.5187287173666288,LUCA GIUBELLINI,-0.0040647896265526276
4621,4621,4622,2023 Senior European Championships,SUI,final,VT,6.0,0.8598292713101571,"Antalya, Turkey",0.5187287173666288,LUCA GIUBELLINI,-0.0040647896265526276
4622,4622,4623,2023 Senior European Championships,SUI,qual,VT,8.0,0.8804280588890263,"Antalya, Turkey",0.5187287173666288,LUCA GIUBELLINI,-0.0040647896265526276
4623,4623,4624,2022 51st FIG Artistic Gymnastics World Championships,GRE,qual,SR,105.0,0.7463812940739825,"Liverpool, England",0.7253121452894438,STAVROS GKINIS,-0.001989060169069982
4624,4624,4625,2022 Baku World Cup,GRE,qual,SR,19.0,0.7732277619695658,"Baku, Azerbaijan",0.9682179341657208,STAVROS GKINIS,-0.001989060169069982
4625,4625,4626,2022 Cairo World Cup,GRE,qual,SR,13.0,0.8329828034145738,"Cairo, Egypt",0.9682179341657208,STAVROS GKINIS,-0.001989060169069982
4626,4626,4627,2022 Cottbus World Cup,GRE,qual,SR,13.0,0.7979710503525919,"Cottbus, Germany",1.0,STAVROS GKINIS,-0.001989060169069982
4627,4627,4628,2022 Senior European Championships,GRE,qual,FX,78.0,0.7834962266485216,"Munich, Germany",0.7945516458569807,STAVROS GKINIS,0.0
4628,4628,4629,2022 Senior European Championships,GRE,qual,HB,68.0,0.7732277619695658,"Munich, Germany",0.7945516458569807,STAVROS GKINIS,0.0
4629,4629,4630,2022 Senior European Championships,GRE,qual,PB,59.0,0.8082395150315477,"Munich, Germany",0.7945516458569807,STAVROS GKINIS,0.0
4630,4630,4631,2022 Senior European Championships,GRE,qual,PH,114.0,0.4309043671903996,"Munich, Germany",0.7945516458569807,STAVROS GKINIS,0.0
4631,4631,4632,2022 Senior European Championships,GRE,qual,SR,51.0,0.8103426945441049,"Munich, Germany",0.7945516458569807,STAVROS GKINIS,-0.001989060169069982
4632,4632,4633,2022 Senior European Championships,GRE,qual,VT,98.0,0.793826549548435,"Munich, Germany",0.7945516458569807,STAVROS GKINIS,0.0
4633,4633,4634,2023 FISU World University Games,GRE,qual,SR,45.0,0.7834962266485216,"Chengdu, China",0.38024971623155507,STAVROS GKINIS,-0.001989060169069982
4634,4634,4635,BIRMINGHAM 2022 Commonwealth Games,AUS,AAqual,VT,,0.8505505381665223,"Birmingham, England",0.8297389330306469,GEORGIA GODWIN,0.0
4635,4635,4636,2023 52nd FIG Artistic Gymnastics World Championships,MEX,qual,FX,28.0,0.8660150934059136,"Antwerp, Belgium",0.34506242905788875,RODRIGO GOMEZ,0.053258988133571036
4636,4636,4637,2023 52nd FIG Artistic Gymnastics World Championships,MEX,qual,HB,102.0,0.764938760361252,"Antwerp, Belgium",0.34506242905788875,RODRIGO GOMEZ,0.014570137467969502
4637,4637,4638,2023 52nd FIG Artistic Gymnastics World Championships,MEX,qual,PB,139.0,0.6371396758629222,"Antwerp, Belgium",0.34506242905788875,RODRIGO GOMEZ,0.03549331137758694
4638,4638,4639,2023 52nd FIG Artistic Gymnastics World Championships,MEX,qual,PH,138.0,0.6226648521588519,"Antwerp, Belgium",0.34506242905788875,RODRIGO GOMEZ,0.024080671063250327
4639,4639,4640,2023 52nd FIG Artistic Gymnastics World Championships,MEX,qual,SR,108.0,0.7690832611654088,"Antwerp, Belgium",0.34506242905788875,RODRIGO GOMEZ,0.041846347819234415
4640,4640,4641,2023 52nd FIG Artistic Gymnastics World Championships,MEX,qual,VT,133.0,0.8020536929357911,"Antwerp, Belgium",0.34506242905788875,RODRIGO GOMEZ,0.0
4641,4641,4642,2023 Central American and Caribbean Games,MEX,final,FX,7.0,0.7732277619695658,"San Salvador, El Salvador",0.44948921679909193,RODRIGO GOMEZ,0.053258988133571036
4642,4642,4643,2023 Central American and Caribbean Games,MEX,qual,FX,7.0,0.8289001608313745,"San Salvador, El Salvador",0.44948921679909193,RODRIGO GOMEZ,0.053258988133571036
4643,4643,4644,2023 Central American and Caribbean Games,MEX,qual,HB,10.0,0.7453915625386615,"San Salvador, El Salvador",0.44948921679909193,RODRIGO GOMEZ,0.014570137467969502
4644,4644,4645,2023 Central American and Caribbean Games,MEX,qual,PB,25.0,0.7299270072992701,"San Salvador, El Salvador",0.44948921679909193,RODRIGO GOMEZ,0.03549331137758694
4645,4645,4646,2023 Central American and Caribbean Games,MEX,qual,PH,7.0,0.7732277619695658,"San Salvador, El Salvador",0.44948921679909193,RODRIGO GOMEZ,0.024080671063250327
4646,4646,4647,2023 Central American and Caribbean Games,MEX,qual,SR,21.0,0.7237411852035135,"San Salvador, El Salvador",0.44948921679909193,RODRIGO GOMEZ,0.041846347819234415
4647,4647,4648,2023 Central American and Caribbean Games,MEX,qual,VT,7.0,0.8536434492144006,"San Salvador, El Salvador",0.44948921679909193,RODRIGO GOMEZ,0.0
4648,4648,4649,SANTIAGO 2023 XIX Pan American Games,MEX,AAfinal,FX,6.0,0.8309414821229741,"Santiago, Chile",0.31101021566401815,RODRIGO GOMEZ,0.053258988133571036
4649,4649,4650,SANTIAGO 2023 XIX Pan American Games,MEX,final,FX,5.0,0.8082395150315477,"Santiago, Chile",0.31101021566401815,RODRIGO GOMEZ,0.053258988133571036
4650,4650,4651,SANTIAGO 2023 XIX Pan American Games,MEX,qual,FX,6.0,0.8598292713101571,"Santiago, Chile",0.31101021566401815,RODRIGO GOMEZ,0.053258988133571036
4651,4651,4652,SANTIAGO 2023 XIX Pan American Games,MEX,AAfinal,HB,17.0,0.7670419398738092,"Santiago, Chile",0.31101021566401815,RODRIGO GOMEZ,0.014570137467969502
4652,4652,4653,SANTIAGO 2023 XIX Pan American Games,MEX,qual,HB,29.0,0.7690832611654088,"Santiago, Chile",0.31101021566401815,RODRIGO GOMEZ,0.014570137467969502
