,Unnamed: 0.1,Unnamed: 0,Country,Competition,Round,Location,Apparatus,Rank,Score,days_till_paris,names,rate_of_change,average_apparatus_rank
1476,1476,2160,PHI,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",PH,38.0,0.6701101076333045,0.8637911464245176,JUANCHO MIGUEL BESANA,0.01653008907629027,0.2375886524822695
1477,1477,2161,PHI,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",SR,53.0,0.6062105653841395,0.8637911464245176,JUANCHO MIGUEL BESANA,0.0309366974789342,0.3191489361702128
1478,1478,2162,PHI,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",VT,11.0,0.8598292713101571,0.8637911464245176,JUANCHO MIGUEL BESANA,0.002031133651858313,0.0591016548463357
1479,1479,2163,PHI,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",VT,11.0,0.8577879500185575,0.8637911464245176,JUANCHO MIGUEL BESANA,0.002031133651858313,0.0591016548463357
1480,1480,2164,PHI,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,FX,52.0,0.6804404305332179,0.44948921679909193,JUANCHO MIGUEL BESANA,-0.018221244343325976,0.24822695035460993
1481,1481,2165,PHI,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,HB,38.0,0.7278238277867128,0.44948921679909193,JUANCHO MIGUEL BESANA,-0.00043232540661068214,0.20035460992907803
1482,1482,2166,PHI,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,PB,40.0,0.7628974390696523,0.44948921679909193,JUANCHO MIGUEL BESANA,0.010172362508486391,0.2978723404255319
1483,1483,2167,PHI,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,PH,29.0,0.7505257948781392,0.44948921679909193,JUANCHO MIGUEL BESANA,0.01653008907629027,0.2375886524822695
1484,1484,2168,PHI,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,SR,37.0,0.7567116169738959,0.44948921679909193,JUANCHO MIGUEL BESANA,0.0309366974789342,0.3191489361702128
1485,1485,2169,PHI,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,VT,9.0,0.870097735989113,0.44948921679909193,JUANCHO MIGUEL BESANA,0.002031133651858313,0.0591016548463357
1486,1486,2170,PHI,2023 10th Senior Artistic Gymnastics Asian Championships,final,Singapore,VT,8.0,0.8185698379314611,0.44948921679909193,JUANCHO MIGUEL BESANA,0.002031133651858313,0.0591016548463357
1487,1487,2171,PHI,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,VT,9.0,0.7917852282568354,0.44948921679909193,JUANCHO MIGUEL BESANA,0.002031133651858313,0.0591016548463357
1488,1488,2172,PHI,2023 10th Senior Artistic Gymnastics Asian Championships,final,Singapore,VT,8.0,0.8412718050228875,0.44948921679909193,JUANCHO MIGUEL BESANA,0.002031133651858313,0.0591016548463357
1489,1489,2173,PHI,2023 Cottbus World Cup,qual,"Cottbus, Germany",HB,28.0,0.7381541506866263,0.5856980703745743,JUANCHO MIGUEL BESANA,-0.00043232540661068214,0.20035460992907803
1490,1490,2174,PHI,2023 Cottbus World Cup,final,"Cottbus, Germany",VT,8.0,0.8144253371273042,0.5856980703745743,JUANCHO MIGUEL BESANA,0.002031133651858313,0.0591016548463357
1491,1491,2175,PHI,2023 Cottbus World Cup,qual,"Cottbus, Germany",VT,4.0,0.9010268464678957,0.5856980703745743,JUANCHO MIGUEL BESANA,0.002031133651858313,0.0591016548463357
1492,1492,2176,PHI,2023 Cottbus World Cup,final,"Cottbus, Germany",VT,8.0,0.8536434492144006,0.5856980703745743,JUANCHO MIGUEL BESANA,0.002031133651858313,0.0591016548463357
1493,1493,2177,PHI,2023 Cottbus World Cup,qual,"Cottbus, Germany",VT,4.0,0.8845725596931833,0.5856980703745743,JUANCHO MIGUEL BESANA,0.002031133651858313,0.0591016548463357
1494,1494,2178,PHI,2023 Doha World Cup,qual,"Doha, Qatar",FX,23.0,0.7876407274526784,0.5539160045402951,JUANCHO MIGUEL BESANA,-0.018221244343325976,0.24822695035460993
1495,1495,2179,PHI,2023 Doha World Cup,qual,"Doha, Qatar",HB,15.0,0.7670419398738092,0.5539160045402951,JUANCHO MIGUEL BESANA,-0.00043232540661068214,0.20035460992907803
1496,1496,2180,PHI,HANGZHOU 2022 19th Asian Games,qual,"Hangzhou, China",VT,10.0,0.8639119138933563,0.34506242905788875,JUANCHO MIGUEL BESANA,0.002031133651858313,0.0591016548463357
1497,1497,2181,PHI,HANGZHOU 2022 19th Asian Games,qual,"Hangzhou, China",VT,10.0,0.8722009155016701,0.34506242905788875,JUANCHO MIGUEL BESANA,0.002031133651858313,0.0591016548463357
1498,1498,2200,VEN,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,27.0,0.6928120747247308,0.44948921679909193,VICTOR BETANCOURT,0.0,0.19148936170212766
1499,1499,2201,VEN,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",HB,17.0,0.7237411852035135,0.44948921679909193,VICTOR BETANCOURT,0.0,0.12056737588652482
1500,1500,2202,VEN,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PB,23.0,0.7515773846344179,0.44948921679909193,VICTOR BETANCOURT,0.0,0.16312056737588654
1501,1501,2203,VEN,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PH,13.0,0.7299270072992701,0.44948921679909193,VICTOR BETANCOURT,0.0,0.09219858156028368
1502,1502,2204,VEN,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",SR,16.0,0.7453915625386615,0.44948921679909193,VICTOR BETANCOURT,0.0,0.11347517730496454
1503,1503,2205,VEN,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT,28.0,0.7670419398738092,0.44948921679909193,VICTOR BETANCOURT,0.0,0.19858156028368795
1504,1504,2206,VEN,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",FX,,0.7031423976246444,0.48467650397275824,VICTOR MANUEL BETANCOURT QUINTANA,0.0,0.0
1505,1505,2207,VEN,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",HB,,0.7361128293950266,0.48467650397275824,VICTOR MANUEL BETANCOURT QUINTANA,0.0,0.0
1506,1506,2208,VEN,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",PB,,0.7299270072992701,0.48467650397275824,VICTOR MANUEL BETANCOURT QUINTANA,0.0,0.0
1507,1507,2209,VEN,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",SR,,0.6598416429543487,0.48467650397275824,VICTOR MANUEL BETANCOURT QUINTANA,0.0,0.0
1508,1508,2210,VEN,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,0.7752690832611654,0.48467650397275824,VICTOR MANUEL BETANCOURT QUINTANA,0.0,0.0
1509,1509,2211,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,12.0,0.8196214276877397,0.9682179341657208,BRINN BEVAN,0.0,0.0851063829787234
1510,1510,2212,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",HB,18.0,0.7608561177780527,0.9682179341657208,BRINN BEVAN,0.01902106719056118,0.12411347517730496
1511,1511,2213,GBR,2022 British Gymnastics Championships,final,"Liverpool, England",PB,3.0,0.8722009155016701,0.9682179341657208,BRINN BEVAN,0.01331474703339241,0.030141843971631204
1512,1512,2214,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",PB,3.0,0.8845725596931833,0.9682179341657208,BRINN BEVAN,0.01331474703339241,0.030141843971631204
1513,1513,2215,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",PH,11.0,0.7670419398738092,0.9682179341657208,BRINN BEVAN,0.003804213438112051,0.10283687943262411
1514,1514,2216,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",SR,15.0,0.788692317208957,0.9682179341657208,BRINN BEVAN,0.01331474703339241,0.1099290780141844
1515,1515,2217,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,22.0,0.8258072497834962,0.9682179341657208,BRINN BEVAN,0.0,0.15602836879432624
1516,1516,2218,WAL,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",PB,7.0,0.8289001608313745,0.8297389330306469,BRINN BEVAN,0.01331474703339241,0.030141843971631204
1517,1517,2219,WAL,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PB,4.0,0.893851292836818,0.8297389330306469,BRINN BEVAN,0.01331474703339241,0.030141843971631204
1518,1518,2220,WAL,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PH,18.0,0.7732277619695658,0.8297389330306469,BRINN BEVAN,0.003804213438112051,0.10283687943262411
1519,1519,2221,WAL,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",SR,16.0,0.8103426945441049,0.8297389330306469,BRINN BEVAN,0.01331474703339241,0.1099290780141844
1520,1520,2222,WAL,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",HB,17.0,0.7917852282568354,0.8297389330306469,BRINN BEVAN,0.01902106719056118,0.12411347517730496
1521,1521,2269,GER,2023 FISU World University Games,qual,"Chengdu, China",FX,66.0,0.7463812940739825,0.38024971623155507,WILLI LEONHARD BINDER,0.0,0.46808510638297873
1522,1522,2270,GER,2023 FISU World University Games,qual,"Chengdu, China",HB,38.0,0.7958678708400346,0.38024971623155507,WILLI LEONHARD BINDER,0.0,0.2695035460992908
1523,1523,2271,GER,2023 FISU World University Games,qual,"Chengdu, China",PB,55.0,0.7711245824570084,0.38024971623155507,WILLI LEONHARD BINDER,0.0,0.3900709219858156
1524,1524,2272,GER,2023 FISU World University Games,qual,"Chengdu, China",PH,25.0,0.8020536929357911,0.38024971623155507,WILLI LEONHARD BINDER,0.0,0.1773049645390071
1525,1525,2273,GER,2023 FISU World University Games,qual,"Chengdu, China",SR,63.0,0.7484844735865396,0.38024971623155507,WILLI LEONHARD BINDER,0.0,0.44680851063829785
1526,1526,2274,GER,2023 FISU World University Games,qual,"Chengdu, China",VT,64.0,0.8144253371273042,0.38024971623155507,WILLI LEONHARD BINDER,0.0,0.45390070921985815
1527,1527,2289,USA,2022 U.S. Championships,qual,"Tampa, FL",FX,,0.8165285166398614,0.7945516458569807,JEREMY BISCHOFF,0.012325372842528229,0.0
1528,1528,2290,USA,2022 U.S. Championships,final,"Tampa, FL",FX,,0.8505505381665223,0.7945516458569807,JEREMY BISCHOFF,0.012325372842528229,0.0
1529,1529,2291,USA,2022 U.S. Championships,qual,"Tampa, FL",HB,,0.8165285166398614,0.7945516458569807,JEREMY BISCHOFF,0.0008500257132774408,0.0
1530,1530,2292,USA,2022 U.S. Championships,final,"Tampa, FL",HB,,0.8165285166398614,0.7945516458569807,JEREMY BISCHOFF,0.0008500257132774408,0.0
1531,1531,2293,USA,2022 U.S. Championships,qual,"Tampa, FL",PB,,0.7917852282568354,0.7945516458569807,JEREMY BISCHOFF,0.0012750385699163934,0.0
1532,1532,2294,USA,2022 U.S. Championships,final,"Tampa, FL",PB,,0.8412718050228875,0.7945516458569807,JEREMY BISCHOFF,0.0012750385699163934,0.0
1533,1533,2295,USA,2022 U.S. Championships,qual,"Tampa, FL",PH,,0.7237411852035135,0.7945516458569807,JEREMY BISCHOFF,0.0063751928495833585,0.0
1534,1534,2296,USA,2022 U.S. Championships,final,"Tampa, FL",PH,,0.6959049857726092,0.7945516458569807,JEREMY BISCHOFF,0.0063751928495833585,0.0
1535,1535,2297,USA,2022 U.S. Championships,qual,"Tampa, FL",SR,,0.7670419398738092,0.7945516458569807,JEREMY BISCHOFF,0.009350282846056027,0.0
1536,1536,2298,USA,2022 U.S. Championships,final,"Tampa, FL",SR,,0.8010639614004701,0.7945516458569807,JEREMY BISCHOFF,0.009350282846056027,0.0
1537,1537,2299,USA,2022 U.S. Championships,qual,"Tampa, FL",VT,,0.8536434492144006,0.7945516458569807,JEREMY BISCHOFF,-0.0034001028531111554,0.0
1538,1538,2300,USA,2022 U.S. Championships,final,"Tampa, FL",VT,,0.8505505381665223,0.7945516458569807,JEREMY BISCHOFF,-0.0034001028531111554,0.0
1539,1539,2301,USA,2022 U.S. Classic,AAfinal,"West Valley City, Utah",PH,16.0,0.7701348509216874,0.8297389330306469,JEREMY BISCHOFF,0.0063751928495833585,0.0
1540,1540,2302,USA,2022 U.S. Classic,AAfinal,"West Valley City, Utah",SR,21.0,0.7855994061610787,0.8297389330306469,JEREMY BISCHOFF,0.009350282846056027,0.0
1541,1541,2303,USA,2022 U.S. Classic,AAfinal,"West Valley City, Utah",VT,16.0,0.8660150934059136,0.8297389330306469,JEREMY BISCHOFF,-0.0034001028531111554,0.0
1542,1542,2304,USA,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",FX,16.0,0.7794135840653222,0.9682179341657208,JEREMY BISCHOFF,0.012325372842528229,0.0
1543,1543,2305,USA,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",HB,24.0,0.7825064951132006,0.9682179341657208,JEREMY BISCHOFF,0.0008500257132774408,0.0
1544,1544,2306,USA,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",PB,11.0,0.8258072497834962,0.9682179341657208,JEREMY BISCHOFF,0.0012750385699163934,0.0
1545,1545,2307,USA,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",PH,12.0,0.7701348509216874,0.9682179341657208,JEREMY BISCHOFF,0.0063751928495833585,0.0
1546,1546,2308,USA,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",SR,18.0,0.8072497834962267,0.9682179341657208,JEREMY BISCHOFF,0.009350282846056027,0.0
1547,1547,2309,USA,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,24.0,0.776320673017444,1.0,JEREMY BISCHOFF,0.012325372842528229,0.0
1548,1548,2310,USA,2022 Winter Cup,AAfinal,"Frisco, Texas",HB,17.0,0.7948781393047135,1.0,JEREMY BISCHOFF,0.0008500257132774408,0.0
1549,1549,2311,USA,2022 Winter Cup,AAfinal,"Frisco, Texas",PB,21.0,0.8072497834962267,1.0,JEREMY BISCHOFF,0.0012750385699163934,0.0
1550,1550,2312,USA,2022 Winter Cup,AAfinal,"Frisco, Texas",PH,25.0,0.7453915625386615,1.0,JEREMY BISCHOFF,0.0063751928495833585,0.0
1551,1551,2313,USA,2022 Winter Cup,AAfinal,"Frisco, Texas",SR,23.0,0.7825064951132006,1.0,JEREMY BISCHOFF,0.009350282846056027,0.0
1552,1552,2314,USA,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,21.0,0.8598292713101571,1.0,JEREMY BISCHOFF,-0.0034001028531111554,0.0
1553,1553,2315,USA,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",FX,7.0,0.8814796486453049,0.38024971623155507,JEREMY BISCHOFF,0.012325372842528229,0.0
1554,1554,2316,USA,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",HB,14.0,0.822714338735618,0.38024971623155507,JEREMY BISCHOFF,0.0008500257132774408,0.0
1555,1555,2317,USA,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",PB,41.0,0.8010639614004701,0.38024971623155507,JEREMY BISCHOFF,0.0012750385699163934,0.0
1556,1556,2318,USA,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",PH,17.0,0.7979710503525919,0.38024971623155507,JEREMY BISCHOFF,0.0063751928495833585,0.0
1557,1557,2319,USA,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",SR,27.0,0.8010639614004701,0.38024971623155507,JEREMY BISCHOFF,0.009350282846056027,0.0
1558,1558,2320,USA,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",VT,30.0,0.8536434492144006,0.38024971623155507,JEREMY BISCHOFF,-0.0034001028531111554,0.0
1559,1559,2321,USA,2023 U.S. Championships,qual,"San Jose, CA",FX,,0.8629221823580353,0.38024971623155507,JEREMY BISCHOFF,0.012325372842528229,0.0
1560,1560,2322,USA,2023 U.S. Championships,final,"San Jose, CA",FX,,0.8660150934059136,0.38024971623155507,JEREMY BISCHOFF,0.012325372842528229,0.0
1561,1561,2323,USA,2023 U.S. Championships,qual,"San Jose, CA",HB,,0.8072497834962267,0.38024971623155507,JEREMY BISCHOFF,0.0008500257132774408,0.0
1562,1562,2324,USA,2023 U.S. Championships,final,"San Jose, CA",HB,,0.8010639614004701,0.38024971623155507,JEREMY BISCHOFF,0.0008500257132774408,0.0
1563,1563,2325,USA,2023 U.S. Championships,qual,"San Jose, CA",PB,,0.8969442038846962,0.38024971623155507,JEREMY BISCHOFF,0.0012750385699163934,0.0
1564,1564,2326,USA,2023 U.S. Championships,final,"San Jose, CA",PB,,0.8165285166398614,0.38024971623155507,JEREMY BISCHOFF,0.0012750385699163934,0.0
1565,1565,2327,USA,2023 U.S. Championships,qual,"San Jose, CA",PH,,0.7979710503525919,0.38024971623155507,JEREMY BISCHOFF,0.0063751928495833585,0.0
1566,1566,2328,USA,2023 U.S. Championships,final,"San Jose, CA",PH,,0.7917852282568354,0.38024971623155507,JEREMY BISCHOFF,0.0063751928495833585,0.0
1567,1567,2329,USA,2023 U.S. Championships,qual,"San Jose, CA",SR,,0.822714338735618,0.38024971623155507,JEREMY BISCHOFF,0.009350282846056027,0.0
1568,1568,2330,USA,2023 U.S. Championships,final,"San Jose, CA",SR,,0.8505505381665223,0.38024971623155507,JEREMY BISCHOFF,0.009350282846056027,0.0
1569,1569,2331,USA,2023 U.S. Championships,qual,"San Jose, CA",VT,,0.847457627118644,0.38024971623155507,JEREMY BISCHOFF,-0.0034001028531111554,0.0
1570,1570,2332,USA,2023 U.S. Championships,final,"San Jose, CA",VT,,0.835085982927131,0.38024971623155507,JEREMY BISCHOFF,-0.0034001028531111554,0.0
1571,1571,2333,USA,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,19.0,0.7794135840653222,0.5856980703745743,JEREMY BISCHOFF,0.012325372842528229,0.0
1572,1572,2334,USA,2023 Winter Cup,AAfinal,"Louisville, Kentucky",HB,24.0,0.7082766299641222,0.5856980703745743,JEREMY BISCHOFF,0.0008500257132774408,0.0
1573,1573,2335,USA,2023 Winter Cup,AAfinal,"Louisville, Kentucky",PB,12.0,0.8443647160707658,0.5856980703745743,JEREMY BISCHOFF,0.0012750385699163934,0.0
1574,1574,2336,USA,2023 Winter Cup,AAfinal,"Louisville, Kentucky",PH,26.0,0.6897191636768527,0.5856980703745743,JEREMY BISCHOFF,0.0063751928495833585,0.0
1575,1575,2337,USA,2023 Winter Cup,AAfinal,"Louisville, Kentucky",SR,12.0,0.8165285166398614,0.5856980703745743,JEREMY BISCHOFF,0.009350282846056027,0.0
1576,1576,2338,USA,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,,0.8691080044537919,0.5856980703745743,JEREMY BISCHOFF,-0.0034001028531111554,0.0
1577,1577,2339,BRA,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",FX,24.0,0.7577632067301744,0.8637911464245176,LUCAS BITENCOURT,0.0,0.1702127659574468
1578,1578,2340,BRA,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",HB,7.0,0.8505505381665223,0.8637911464245176,LUCAS BITENCOURT,0.0,0.031914893617021274
1579,1579,2341,BRA,2022 Osijek World Challenge Cup,final,"Osijek, Croatia",HB,2.0,0.882469380180626,0.8637911464245176,LUCAS BITENCOURT,0.0,0.031914893617021274
1580,1580,2342,BRA,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",PB,26.0,0.7082766299641222,0.8637911464245176,LUCAS BITENCOURT,0.0,0.18439716312056736
1581,1581,2343,BRA,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",SR,12.0,0.8103426945441049,0.8637911464245176,LUCAS BITENCOURT,0.0,0.0851063829787234
1582,1582,2420,CAN,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",FX,22.0,0.7453915625386615,0.8637911464245176,FELIX BLAQUIERE,0.017369537404554023,0.0
1583,1583,2421,CAN,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",HB,16.0,0.717555363107757,0.8637911464245176,FELIX BLAQUIERE,0.013895629923643496,0.0
1584,1584,2422,CAN,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",PB,7.0,0.8289001608313745,0.8637911464245176,FELIX BLAQUIERE,-0.007406370749301841,0.0
1585,1585,2423,CAN,2022 Koper World Challenge Cup,final,"Koper, Slovenia",PB,6.0,0.8319930718792526,0.8637911464245176,FELIX BLAQUIERE,-0.007406370749301841,0.0
1586,1586,2424,CAN,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",PH,21.0,0.6495113200544352,0.8637911464245176,FELIX BLAQUIERE,-0.021774452090349082,0.0
1587,1587,2425,CAN,2022 Koper World Challenge Cup,qual,"Koper, Slovenia",SR,8.0,0.8289001608313745,0.8637911464245176,FELIX BLAQUIERE,-0.004627244764573048,0.0
1588,1588,2426,CAN,2022 Koper World Challenge Cup,final,"Koper, Slovenia",SR,3.0,0.8319930718792526,0.8637911464245176,FELIX BLAQUIERE,-0.004627244764573048,0.0
1589,1589,2427,CAN,2022 Mersin World Challenge Cup,final,"Mersin, Turkey",HB,7.0,0.7546702956822962,0.7253121452894438,FELIX BLAQUIERE,0.013895629923643496,0.0
1590,1590,2428,CAN,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",HB,6.0,0.8134356055919831,0.7253121452894438,FELIX BLAQUIERE,0.013895629923643496,0.0
1591,1591,2429,CAN,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",PB,12.0,0.8103426945441049,0.7253121452894438,FELIX BLAQUIERE,-0.007406370749301841,0.0
1592,1592,2430,CAN,2022 Mersin World Challenge Cup,final,"Mersin, Turkey",SR,5.0,0.8567363602622788,0.7253121452894438,FELIX BLAQUIERE,-0.004627244764573048,0.0
1593,1593,2431,CAN,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",SR,6.0,0.8412718050228875,0.7253121452894438,FELIX BLAQUIERE,-0.004627244764573048,0.0
1594,1594,2432,CAN,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",FX,,0.8165285166398614,0.48467650397275824,FELIX BLAQUIERE,0.017369537404554023,0.0
1595,1595,2433,CAN,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",FX,,0.822714338735618,0.48467650397275824,FELIX BLAQUIERE,0.017369537404554023,0.0
1596,1596,2434,CAN,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",HB,,0.7072250402078436,0.48467650397275824,FELIX BLAQUIERE,0.013895629923643496,0.0
1597,1597,2435,CAN,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",HB,,0.7794135840653222,0.48467650397275824,FELIX BLAQUIERE,0.013895629923643496,0.0
1598,1598,2436,CAN,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",PB,,0.8041568724483483,0.48467650397275824,FELIX BLAQUIERE,-0.007406370749301841,0.0
1599,1599,2437,CAN,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",PB,,0.7959297290609922,0.48467650397275824,FELIX BLAQUIERE,-0.007406370749301841,0.0
1600,1600,2438,CAN,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",PH,,0.7443399727823827,0.48467650397275824,FELIX BLAQUIERE,-0.021774452090349082,0.0
1601,1601,2439,CAN,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",PH,,0.5525794878139304,0.48467650397275824,FELIX BLAQUIERE,-0.021774452090349082,0.0
1602,1602,2440,CAN,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",SR,,0.8185698379314611,0.48467650397275824,FELIX BLAQUIERE,-0.004627244764573048,0.0
1603,1603,2441,CAN,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",SR,,0.8083013732525053,0.48467650397275824,FELIX BLAQUIERE,-0.004627244764573048,0.0
1604,1604,2442,CAN,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",VT,,0.8516021279228009,0.48467650397275824,FELIX BLAQUIERE,0.0,0.0
1605,1605,2443,CAN,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,0.8454163058270444,0.48467650397275824,FELIX BLAQUIERE,0.0,0.0
1606,1606,2444,USA,2022 U.S. Championships,qual,"Tampa, FL",FX,,0.7917852282568354,0.7945516458569807,LANDEN BLIXT,-0.002269568654451384,0.0
1607,1607,2445,USA,2022 U.S. Championships,final,"Tampa, FL",FX,,0.8505505381665223,0.7945516458569807,LANDEN BLIXT,-0.002269568654451384,0.0
1608,1608,2446,USA,2022 U.S. Championships,qual,"Tampa, FL",HB,,0.835085982927131,0.7945516458569807,LANDEN BLIXT,0.005950179992944407,0.0
1609,1609,2447,USA,2022 U.S. Championships,final,"Tampa, FL",HB,,0.822714338735618,0.7945516458569807,LANDEN BLIXT,0.005950179992944407,0.0
1610,1610,2448,USA,2022 U.S. Championships,qual,"Tampa, FL",PB,,0.8567363602622788,0.7945516458569807,LANDEN BLIXT,0.009911299816819296,0.0
1611,1611,2449,USA,2022 U.S. Championships,final,"Tampa, FL",PB,,0.8412718050228875,0.7945516458569807,LANDEN BLIXT,0.009911299816819296,0.0
1612,1612,2450,USA,2022 U.S. Championships,qual,"Tampa, FL",PH,,0.7701348509216874,0.7945516458569807,LANDEN BLIXT,0.010905829901354287,0.0
1613,1613,2451,USA,2022 U.S. Championships,final,"Tampa, FL",PH,,0.7453915625386615,0.7945516458569807,LANDEN BLIXT,0.010905829901354287,0.0
1614,1614,2452,USA,2022 U.S. Championships,qual,"Tampa, FL",SR,,0.8010639614004701,0.7945516458569807,LANDEN BLIXT,0.005525167136305454,0.0
1615,1615,2453,USA,2022 U.S. Championships,final,"Tampa, FL",SR,,0.7948781393047135,0.7945516458569807,LANDEN BLIXT,0.005525167136305454,0.0
1616,1616,2454,USA,2022 U.S. Championships,qual,"Tampa, FL",VT,,0.8722009155016701,0.7945516458569807,LANDEN BLIXT,0.0046751414230280135,0.0
1617,1617,2455,USA,2022 U.S. Championships,final,"Tampa, FL",VT,,0.8783867375974266,0.7945516458569807,LANDEN BLIXT,0.0046751414230280135,0.0
1618,1618,2456,USA,2022 U.S. Classic,AAfinal,"West Valley City, Utah",FX,18.0,0.8196214276877397,0.8297389330306469,LANDEN BLIXT,-0.002269568654451384,0.0
1619,1619,2457,USA,2022 U.S. Classic,AAfinal,"West Valley City, Utah",HB,25.0,0.7484844735865396,0.8297389330306469,LANDEN BLIXT,0.005950179992944407,0.0
1620,1620,2458,USA,2022 U.S. Classic,AAfinal,"West Valley City, Utah",PB,17.0,0.8196214276877397,0.8297389330306469,LANDEN BLIXT,0.009911299816819296,0.0
1621,1621,2459,USA,2022 U.S. Classic,AAfinal,"West Valley City, Utah",PH,13.0,0.788692317208957,0.8297389330306469,LANDEN BLIXT,0.010905829901354287,0.0
1622,1622,2460,USA,2022 U.S. Classic,AAfinal,"West Valley City, Utah",SR,17.0,0.7979710503525919,0.8297389330306469,LANDEN BLIXT,0.005525167136305454,0.0
1623,1623,2461,USA,2022 U.S. Classic,AAfinal,"West Valley City, Utah",VT,9.0,0.8814796486453049,0.8297389330306469,LANDEN BLIXT,0.0046751414230280135,0.0
1624,1624,2462,USA,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,20.0,0.7794135840653222,1.0,LANDEN BLIXT,-0.002269568654451384,0.0
