,LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,Score
2386,BLAKELY,SKYE,w,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",FX,,13.45
2387,BLAKELY,SKYE,w,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",UB,,13.85
2388,BLAKELY,SKYE,w,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",UB,,13.9
2389,BLAKELY,SKYE,w,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",VT,,14.1
2390,BLAKELY,SKYE,w,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",VT,,14.3
2391,BLAKELY,SKYE,w,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",BB,3.0,13.5
2392,BLAKELY,SKYE,w,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,2.0,13.25
2393,BLAKELY,SKYE,w,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",UB,7.0,13.15
2394,BLAKELY,SKYE,w,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,,13.8
2395,BLAKELY,SKYE,w,USA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,92.0,11.866
2396,BLAKELY,SKYE,w,USA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,8.0,14.133
2397,BLAKELY,SKYE,w,USA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",UB,,14.166
2398,BLAKELY,SKYE,w,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",BB,3.0,14.3
2399,BLAKELY,SKYE,w,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",UB,2.0,14.35
2400,BLAKELY,SKYE,w,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",VT,,14.1
2401,BLAKELY,SKYE,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",BB,,14.05
2402,BLAKELY,SKYE,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",BB,,14.2
2403,BLAKELY,SKYE,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",FX,,12.9
2404,BLAKELY,SKYE,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",FX,,12.2
2405,BLAKELY,SKYE,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",UB,,14.4
2406,BLAKELY,SKYE,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",UB,,14.4
2407,BLAKELY,SKYE,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",VT,,14.35
2408,BLAKELY,SKYE,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",VT,,14.25
2409,BLAKELY,SKYE,w,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",BB,1.0,13.4
2410,BLAKELY,SKYE,w,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,8.0,13.15
2411,BLANCO,LUISA,w,COL,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",BB,9.0,12.2
2412,BLANCO,LUISA,w,COL,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,final,"Santiago, Chile",BB,7.0,12.166
2413,BLANCO,LUISA,w,COL,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",BB,13.0,12.266
2414,BLANCO,LUISA,w,COL,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",FX,7.0,12.566
2415,BLANCO,LUISA,w,COL,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",FX,19.0,11.933
2416,BLANCO,LUISA,w,COL,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",UB,13.0,11.7
2417,BLANCO,LUISA,w,COL,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",UB,16.0,11.966
2418,BLANCO,LUISA,w,COL,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",VT,6.0,13.633
2419,BLANCO,LUISA,w,COL,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",VT,12.0,13.266
2552,BOHLE,LENI,w,AUT,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,122.0,11.166
2553,BOHLE,LENI,w,AUT,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,71.0,12.4
2554,BOHLE,LENI,w,AUT,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,106.0,11.666
2555,BOHLE,LENI,w,AUT,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT,68.0,13.1
2556,BOHLE,LENI,w,AUT,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",BB,84.0,10.166
2557,BOHLE,LENI,w,AUT,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT,45.0,13.0
2558,BOHORQUEZ,ASHLEY,w,ECU,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",BB,19.0,10.6
2559,BOHORQUEZ,ASHLEY,w,ECU,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",BB,45.0,9.166
2560,BOHORQUEZ,ASHLEY,w,ECU,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",FX,13.0,12.066
2561,BOHORQUEZ,ASHLEY,w,ECU,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",FX,20.0,11.933
2562,BOHORQUEZ,ASHLEY,w,ECU,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",UB,22.0,10.3
2563,BOHORQUEZ,ASHLEY,w,ECU,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",UB,19.0,11.766
2564,BOHORQUEZ,ASHLEY,w,ECU,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",VT,15.0,12.766
2565,BOHORQUEZ,ASHLEY,w,ECU,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",VT,43.0,11.6
2566,BOHORQUEZ,ASHLEY,w,ECU,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",VT,12.0,11.6
2567,BOHORQUEZ,ASHLEY,w,ECU,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",VT,12.0,11.3
2580,BOHORQUEZ ROMERO,ASHLEY NAYERLY,w,ECU,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",BB,,9.433
2581,BOHORQUEZ ROMERO,ASHLEY NAYERLY,w,ECU,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",FX,,12.333
2582,BOHORQUEZ ROMERO,ASHLEY NAYERLY,w,ECU,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",UB,,12.333
2583,BOHORQUEZ ROMERO,ASHLEY NAYERLY,w,ECU,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,12.133
2630,BOOTH,CHARLOTTE,w,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",BB,,12.7
2631,BOOTH,CHARLOTTE,w,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",BB,,12.35
2632,BOOTH,CHARLOTTE,w,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",FX,,12.1
2633,BOOTH,CHARLOTTE,w,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",FX,,12.15
2634,BOOTH,CHARLOTTE,w,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",UB,,12.3
2635,BOOTH,CHARLOTTE,w,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",UB,,13.4
2636,BOOTH,CHARLOTTE,w,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",VT,,13.5
2637,BOOTH,CHARLOTTE,w,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",VT,,13.6
2638,BOOTH,CHARLOTTE,w,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",BB,9.0,11.7
2639,BOOTH,CHARLOTTE,w,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",UB,3.0,13.4
2640,BOOTH,CHARLOTTE,w,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",BB,24.0,10.6
2641,BOOTH,CHARLOTTE,w,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,18.0,12.1
2642,BOOTH,CHARLOTTE,w,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",UB,15.0,12.65
2643,BOOTH,CHARLOTTE,w,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,,13.7
2644,BOOTH,CHARLOTTE,w,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",BB,22.0,11.8
2645,BOOTH,CHARLOTTE,w,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",FX,11.0,12.8
2646,BOOTH,CHARLOTTE,w,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",UB,9.0,13.65
2647,BOOTH,CHARLOTTE,w,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",VT,,13.7
2648,BOOTH,CHARLOTTE,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",BB,,12.5
2649,BOOTH,CHARLOTTE,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",BB,,11.3
2650,BOOTH,CHARLOTTE,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",FX,,12.5
2651,BOOTH,CHARLOTTE,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",FX,,11.2
2652,BOOTH,CHARLOTTE,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",UB,,13.1
2653,BOOTH,CHARLOTTE,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",UB,,13.35
2654,BOOTH,CHARLOTTE,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",VT,,13.6
2655,BOOTH,CHARLOTTE,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",VT,,13.4
2656,BOOTH,CHARLOTTE,w,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",BB,12.0,12.05
2657,BOOTH,CHARLOTTE,w,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",FX,22.0,11.75
2658,BOOTH,CHARLOTTE,w,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",UB,2.0,13.75
2659,BOOTH,CHARLOTTE,w,USA,24-26 Feb 2023,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,,13.55
2660,BORG,ELLA,w,MLT,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,138.0,9.6
2661,BORG,ELLA,w,MLT,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,115.0,11.7
2662,BORG,ELLA,w,MLT,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,143.0,8.4
2663,BORG,ELLA,w,MLT,2-5 Mar 2022,2022 Doha World Cup,qual,"Doha, Qatar",BB,12.0,10.866
2664,BORG,ELLA,w,MLT,2-5 Mar 2022,2022 Doha World Cup,qual,"Doha, Qatar",FX,10.0,11.4
2665,BORG,ELLA,w,MLT,2-5 Mar 2022,2022 Doha World Cup,final,"Doha, Qatar",UB,8.0,8.9
2666,BORG,ELLA,w,MLT,2-5 Mar 2022,2022 Doha World Cup,qual,"Doha, Qatar",UB,7.0,10.033
2667,BORG,ELLA,w,MLT,9-12 June 2022,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",BB,29.0,9.166
2668,BORG,ELLA,w,MLT,9-12 June 2022,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",FX,17.0,11.466
2669,BORG,ELLA,w,MLT,9-12 June 2022,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",UB,23.0,9.1
2670,BORG,ELLA,w,MLT,9-12 June 2022,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",VT,24.0,11.533
2671,BORG,ELLA,w,MLT,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",BB,105.0,9.5
2672,BORG,ELLA,w,MLT,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,88.0,11.266
2673,BORG,ELLA,w,MLT,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",UB,106.0,9.4
2674,BORG,ELLA,w,MLT,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT,89.0,11.9
2675,BORG,ELLA,w,MLT,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT,26.0,11.9
2676,BORG,ELLA,w,MLT,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT,26.0,11.633
2677,BORG,ELLA,w,MLT,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",BB,101.0,9.433
2678,BORG,ELLA,w,MLT,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",FX,94.0,11.166
2679,BORG,ELLA,w,MLT,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",UB,113.0,8.7
2680,BORG,ELLA,w,MLT,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT,100.0,11.9
2684,BOTTGER,ISABELLA,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",UB,26.0,10.95
2685,BOUKHATEM,FATMA ZOHRA,w,ALG,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,145.0,8.5
2686,BOUKHATEM,FATMA ZOHRA,w,ALG,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,126.0,11.466
2687,BOUKHATEM,FATMA ZOHRA,w,ALG,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,126.0,10.566
2688,BOUKHATEM,FATMA ZOHRA,w,ALG,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,129.0,12.0
2689,BOUKHATEM,FATMA ZOHRA,w,ALG,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,30.0,12.0
2691,BOYER,MARINE,w,FRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",BB,4.0,13.3
2692,BOYER,MARINE,w,FRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,4.0,13.666
2693,BOYER,MARINE,w,FRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",BB,,13.666
2694,BOYER,MARINE,w,FRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,17.0,13.3
2695,BOYER,MARINE,w,FRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",FX,,13.133
2696,BOYER,MARINE,w,FRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,52.0,12.8
2697,BOYER,MARINE,w,FRA,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",BB,6.0,12.85
2698,BOYER,MARINE,w,FRA,24-25 Sept 2022,2022 Paris World Challenge Cup,final,"Paris, France",BB,1.0,13.75
2699,BOYER,MARINE,w,FRA,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",BB,12.0,13.0
2700,BOYER,MARINE,w,FRA,11-14 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",BB,9.0,12.866
2701,BOYER,MARINE,w,FRA,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,38.0,12.366
2702,BOYER,MARINE,w,FRA,11-14 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",FX,15.0,12.7
2703,BOYER,MARINE,w,FRA,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT,22.0,13.2
2704,BOYER,MARINE,w,FRA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,19.0,13.4
2705,BOYER,MARINE,w,FRA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",BB,,13.733
2706,BOYER,MARINE,w,FRA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,99.0,12.0
2707,BOYER,MARINE,w,FRA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",FX,,12.633
2708,BOYER,MARINE,w,FRA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,59.0,12.7
2709,BOYER,MARINE,w,FRA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",UB,,12.866
2710,BOYER,MARINE,w,FRA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",VT,,13.266
2711,BOYER,MARINE,w,FRA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT,42.0,13.366
2712,BOYER,MARINE,w,FRA,9-12 Mar 2023,2023 Baku World Cup,final,"Baku, Azerbaijan",BB,2.0,13.866
2713,BOYER,MARINE,w,FRA,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",BB,2.0,13.633
2714,BOYER,MARINE,w,FRA,9-12 Mar 2023,2023 Baku World Cup,final,"Baku, Azerbaijan",FX,1.0,12.833
2715,BOYER,MARINE,w,FRA,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",FX,1.0,12.966
2716,BOYER,MARINE,w,FRA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",BB,17.0,12.366
2717,BOYER,MARINE,w,FRA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",FX,17.0,12.733
2718,BOYER,MARINE,w,FRA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",UB,43.0,12.5
2719,BOYER,MARINE,w,FRA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT,18.0,13.333
2720,BOYER,MARINE,w,FRA,1-4 Jun 2023,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",BB,1.0,13.833
2721,BOYER,MARINE,w,FRA,1-4 Jun 2023,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",BB,1.0,13.567
2722,BOYER,MARINE,w,FRA,1-4 Jun 2023,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",FX,4.0,13.033
2723,BOYER,MARINE,w,FRA,1-4 Jun 2023,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",FX,6.0,12.6
2736,BRACKLEY,JACINTA,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,58.0,9.15
2737,BRACKLEY,JACINTA,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,56.0,10.25
2738,BRACKLEY,JACINTA,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,56.0,9.1
2749,BRASSART,MAELLYSE,w,BEL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",BB,19.0,11.733
2750,BRASSART,MAELLYSE,w,BEL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,59.0,11.833
2751,BRASSART,MAELLYSE,w,BEL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",FX,13.0,13.133
2752,BRASSART,MAELLYSE,w,BEL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,37.0,12.9
2753,BRASSART,MAELLYSE,w,BEL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",UB,6.0,13.766
2754,BRASSART,MAELLYSE,w,BEL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,62.0,12.666
2755,BRASSART,MAELLYSE,w,BEL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,15.0,13.266
2756,BRASSART,MAELLYSE,w,BEL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,40.0,13.3
2757,BRASSART,MAELLYSE,w,BEL,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",BB,33.0,10.65
2758,BRASSART,MAELLYSE,w,BEL,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",UB,26.0,11.05
2759,BRASSART,MAELLYSE,w,BEL,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,69.0,11.7
2760,BRASSART,MAELLYSE,w,BEL,11-14 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",FX,17.0,12.566
2761,BRASSART,MAELLYSE,w,BEL,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",UB,17.0,13.133
2762,BRASSART,MAELLYSE,w,BEL,11-14 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",UB,16.0,13.133
2763,BRASSART,MAELLYSE,w,BEL,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT,32.0,12.966
2764,BRASSART,MAELLYSE,w,BEL,11-14 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT,22.0,12.933
2765,BRASSART,MAELLYSE,w,BEL,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,77.0,12.266
2766,BRASSART,MAELLYSE,w,BEL,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT,62.0,13.133
2767,BRASSART,MAELLYSE,w,BEL,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",BB,3.0,13.4
2768,BRASSART,MAELLYSE,w,BEL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",BB,58.0,11.133
2769,BRASSART,MAELLYSE,w,BEL,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,12.0,12.466
2770,BRASSART,MAELLYSE,w,BEL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",FX,47.0,12.1
2771,BRASSART,MAELLYSE,w,BEL,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",UB,6.0,13.666
2772,BRASSART,MAELLYSE,w,BEL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",UB,38.0,12.633
2773,BRASSART,MAELLYSE,w,BEL,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT,9.0,13.333
2774,BRASSART,MAELLYSE,w,BEL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT,18.0,13.333
2775,BRASSART,MAELLYSE,w,BEL,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",BB,2.0,13.133
2776,BRASSART,MAELLYSE,w,BEL,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",BB,3.0,13.3
2777,BRASSART,MAELLYSE,w,BEL,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,9.0,12.75
2778,BRASSART,MAELLYSE,w,BEL,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",UB,9.0,13.55
2779,BRASSART,MAELLYSE,w,BEL,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT,8.0,13.3
2804,BREMNER,EMILY,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,18.0,11.45
2805,BREMNER,EMILY,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,43.0,11.2
2806,BREMNER,EMILY,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,25.0,11.25
2807,BREMNER,EMILY,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,20.0,12.85
2808,BREMNER,EMILY,w,SCO,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",BB,20.0,11.5
2809,BREMNER,EMILY,w,SCO,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,18.0,12.05
2810,BREMNER,EMILY,w,SCO,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",UB,22.0,11.55
2852,BRIDGE,ANNA,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,66.0,6.75
2853,BRIDGE,ANNA,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,58.0,10.15
