,Unnamed: 0,Country,Competition,Round,Location,Apparatus,Rank,Score,days_till_paris,names,rate_of_change,average_apparatus_rank
2253,6302,GBR,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",BB,,13.333,639,GEORGIA MAE FENTON,-0.002094717668488161,0.0
2254,6303,GBR,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,16.0,14.133,639,GEORGIA MAE FENTON,-0.001912568306010927,0.0
2255,6304,GBR,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",UB,,13.633,639,GEORGIA MAE FENTON,-0.001912568306010927,0.0
2256,6305,GBR,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,16.0,13.9,639,GEORGIA MAE FENTON,0.002103535353535354,16.833333333333332
2257,6306,GBR,2022 British Gymnastics Championships,final,"Liverpool, England",BB,3.0,13.35,853,GEORGIA MAE FENTON,-0.002094717668488161,0.0
2258,6307,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,4.0,12.6,853,GEORGIA MAE FENTON,-0.002094717668488161,0.0
2259,6308,GBR,2022 British Gymnastics Championships,final,"Liverpool, England",FX,6.0,12.85,853,GEORGIA MAE FENTON,0.00012626262626262805,7.285714285714286
2260,6309,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,6.0,12.65,853,GEORGIA MAE FENTON,0.00012626262626262805,7.285714285714286
2261,6310,GBR,2022 British Gymnastics Championships,final,"Liverpool, England",UB,2.0,13.45,853,GEORGIA MAE FENTON,-0.001912568306010927,0.0
2262,6311,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,3.0,13.5,853,GEORGIA MAE FENTON,-0.001912568306010927,0.0
2263,6312,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,18.0,12.9,853,GEORGIA MAE FENTON,0.002103535353535354,16.833333333333332
2264,6313,GBR,2022 Senior European Championships,final,"Munich, Germany",UB,6.0,13.633,700,GEORGIA MAE FENTON,-0.001912568306010927,0.0
2265,6314,GBR,2022 Senior European Championships,qual,"Munich, Germany",UB,7.0,13.9,700,GEORGIA MAE FENTON,-0.001912568306010927,0.0
2266,6315,GBR,2022 Senior European Championships,TeamFinal,"Munich, Germany",UB,9.0,13.7,700,GEORGIA MAE FENTON,-0.001912568306010927,0.0
2267,6316,GBR,2022 Senior European Championships,qual,"Munich, Germany",VT,15.0,13.466,700,GEORGIA MAE FENTON,0.002103535353535354,16.833333333333332
2268,6317,GBR,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,22.0,13.266,304,GEORGIA MAE FENTON,-0.002094717668488161,0.0
2269,6318,GBR,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",BB,,12.2,304,GEORGIA MAE FENTON,-0.002094717668488161,0.0
2270,6319,GBR,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,13.0,14.033,304,GEORGIA MAE FENTON,-0.001912568306010927,0.0
2271,6320,GBR,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",UB,,12.4,304,GEORGIA MAE FENTON,-0.001912568306010927,0.0
2272,6321,GBR,2023 British Gymnastics Championships,qual,"Liverpool, England",BB,21.0,11.55,488,GEORGIA MAE FENTON,-0.002094717668488161,0.0
2273,6322,GBR,2023 British Gymnastics Championships,final,"Liverpool, England",FX,3.0,13.5,488,GEORGIA MAE FENTON,0.00012626262626262805,7.285714285714286
2274,6323,GBR,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,2.0,13.45,488,GEORGIA MAE FENTON,0.00012626262626262805,7.285714285714286
2275,6324,GBR,2023 British Gymnastics Championships,final,"Liverpool, England",UB,2.0,14.3,488,GEORGIA MAE FENTON,-0.001912568306010927,0.0
2276,6325,GBR,2023 British Gymnastics Championships,qual,"Liverpool, England",UB,6.0,12.95,488,GEORGIA MAE FENTON,-0.001912568306010927,0.0
2277,6326,GBR,2023 British Gymnastics Championships,qual,"Liverpool, England",VT,18.0,13.65,488,GEORGIA MAE FENTON,0.002103535353535354,16.833333333333332
2278,6327,GBR,2023 Senior European Championships,AAfinal,"Antalya, Turkey",BB,4.0,13.1,457,GEORGIA MAE FENTON,-0.002094717668488161,0.0
2279,6328,GBR,2023 Senior European Championships,qual,"Antalya, Turkey",BB,19.0,12.333,457,GEORGIA MAE FENTON,-0.002094717668488161,0.0
2280,6329,GBR,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,9.0,12.633,457,GEORGIA MAE FENTON,0.00012626262626262805,7.285714285714286
2281,6330,GBR,2023 Senior European Championships,qual,"Antalya, Turkey",FX,12.0,12.9,457,GEORGIA MAE FENTON,0.00012626262626262805,7.285714285714286
2282,6331,GBR,2023 Senior European Championships,AAfinal,"Antalya, Turkey",UB,3.0,13.8,457,GEORGIA MAE FENTON,-0.001912568306010927,0.0
2283,6332,GBR,2023 Senior European Championships,qual,"Antalya, Turkey",UB,10.0,13.933,457,GEORGIA MAE FENTON,-0.001912568306010927,0.0
2284,6333,GBR,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT,24.0,12.066,457,GEORGIA MAE FENTON,0.002103535353535354,16.833333333333332
2285,6334,GBR,2023 Senior European Championships,qual,"Antalya, Turkey",VT,10.0,13.733,457,GEORGIA MAE FENTON,0.002103535353535354,16.833333333333332
2286,6335,ENG,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",BB,5.0,12.733,731,GEORGIA MAE FENTON,-0.002094717668488161,0.0
2287,6336,ENG,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",BB,3.0,13.3,731,GEORGIA MAE FENTON,-0.002094717668488161,0.0
2288,6337,ENG,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,13.0,12.45,731,GEORGIA MAE FENTON,0.00012626262626262805,7.285714285714286
2289,6338,ENG,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",UB,1.0,13.9,731,GEORGIA MAE FENTON,-0.001912568306010927,0.0
2290,6339,ENG,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",UB,1.0,14.0,731,GEORGIA MAE FENTON,-0.001912568306010927,0.0
2291,6341,ESP,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,99.0,11.033,639,EMMA FERNANDEZ,-0.013655737704918037,74.5
2292,6342,ESP,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,59.0,12.6,639,EMMA FERNANDEZ,-0.0016393442622950761,35.0
2293,6343,ESP,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,69.0,12.5,639,EMMA FERNANDEZ,0.010934426229508194,61.5
2294,6344,ESP,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,105.0,12.433,639,EMMA FERNANDEZ,-0.006016393442622965,75.5
2295,6345,ESP,2022 Senior European Championships,qual,"Munich, Germany",BB,50.0,11.866,700,EMMA FERNANDEZ,-0.013655737704918037,74.5
2296,6346,ESP,2022 Senior European Championships,qual,"Munich, Germany",FX,23.0,12.7,700,EMMA FERNANDEZ,-0.0016393442622950761,35.0
2297,6347,ESP,2022 Senior European Championships,TeamFinal,"Munich, Germany",FX,23.0,11.466,700,EMMA FERNANDEZ,-0.0016393442622950761,35.0
2298,6348,ESP,2022 Senior European Championships,qual,"Munich, Germany",UB,54.0,11.833,700,EMMA FERNANDEZ,0.010934426229508194,61.5
2299,6349,ESP,2022 Senior European Championships,qual,"Munich, Germany",VT,46.0,12.8,700,EMMA FERNANDEZ,-0.006016393442622965,75.5
2300,6362,PHI,2023 10th Senior Artistic Gymnastics Asian Championships,final,Singapore,BB,3.0,12.833,396,ALEAH FINNEGAN,-0.0014456521739130532,16.0
2301,6363,PHI,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,BB,7.0,12.833,396,ALEAH FINNEGAN,-0.0014456521739130532,16.0
2302,6364,PHI,2023 10th Senior Artistic Gymnastics Asian Championships,final,Singapore,FX,4.0,12.966,396,ALEAH FINNEGAN,-0.001445652173913034,15.333333333333334
2303,6365,PHI,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,FX,8.0,12.933,396,ALEAH FINNEGAN,-0.001445652173913034,15.333333333333334
2304,6366,PHI,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,UB,28.0,10.833,396,ALEAH FINNEGAN,0.017391304347826084,50.5
2305,6367,PHI,2023 10th Senior Artistic Gymnastics Asian Championships,final,Singapore,VT,3.0,13.866,396,ALEAH FINNEGAN,-0.013760869565217392,12.285714285714286
2306,6368,PHI,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,VT,2.0,13.8,396,ALEAH FINNEGAN,-0.013760869565217392,12.285714285714286
2307,6369,PHI,2023 10th Senior Artistic Gymnastics Asian Championships,final,Singapore,VT,3.0,13.1,396,ALEAH FINNEGAN,-0.013760869565217392,12.285714285714286
2308,6370,PHI,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,VT,2.0,13.266,396,ALEAH FINNEGAN,-0.013760869565217392,12.285714285714286
2309,6371,PHI,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,38.0,12.7,304,ALEAH FINNEGAN,-0.0014456521739130532,16.0
2310,6372,PHI,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,34.0,12.833,304,ALEAH FINNEGAN,-0.001445652173913034,15.333333333333334
2311,6373,PHI,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,73.0,12.433,304,ALEAH FINNEGAN,0.017391304347826084,50.5
2312,6374,PHI,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT,40.0,13.4,304,ALEAH FINNEGAN,-0.013760869565217392,12.285714285714286
2313,6375,PHI,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT,18.0,13.4,304,ALEAH FINNEGAN,-0.013760869565217392,12.285714285714286
2314,6376,PHI,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT,18.0,12.6,304,ALEAH FINNEGAN,-0.013760869565217392,12.285714285714286
2315,6377,GBR,2023 British Gymnastics Championships,qual,"Liverpool, England",UB,9.0,12.3,488,EVIE FLAGE DONOVAN,0,9.0
2316,6466,ESP,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,90.0,11.866,304,LAIA FONT,0.0021764705882352953,66.5
2317,6467,ESP,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,85.0,12.266,304,LAIA FONT,-0.002518867924528305,48.0
2318,6468,ESP,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,69.0,12.566,304,LAIA FONT,0.011918699186991878,28.0
2319,6469,ESP,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT,115.0,12.766,304,LAIA FONT,-0.0004716981132075455,18.583333333333332
2320,6470,ESP,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT,21.0,12.766,304,LAIA FONT,-0.0004716981132075455,18.583333333333332
2321,6471,ESP,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT,21.0,13.033,304,LAIA FONT,-0.0004716981132075455,18.583333333333332
2322,6472,ESP,2023 Cottbus World Cup,qual,"Cottbus, Germany",FX,9.0,12.8,516,LAIA FONT,-0.002518867924528305,48.0
2323,6473,ESP,2023 Cottbus World Cup,final,"Cottbus, Germany",VT,4.0,13.133,516,LAIA FONT,-0.0004716981132075455,18.583333333333332
2324,6474,ESP,2023 Cottbus World Cup,qual,"Cottbus, Germany",VT,6.0,12.966,516,LAIA FONT,-0.0004716981132075455,18.583333333333332
2325,6475,ESP,2023 Cottbus World Cup,final,"Cottbus, Germany",VT,4.0,12.5,516,LAIA FONT,-0.0004716981132075455,18.583333333333332
2326,6476,ESP,2023 Cottbus World Cup,qual,"Cottbus, Germany",VT,6.0,12.466,516,LAIA FONT,-0.0004716981132075455,18.583333333333332
2327,6477,ESP,2023 Senior European Championships,qual,"Antalya, Turkey",BB,43.0,11.533,457,LAIA FONT,0.0021764705882352953,66.5
2328,6478,ESP,2023 Senior European Championships,qual,"Antalya, Turkey",FX,50.0,12.033,457,LAIA FONT,-0.002518867924528305,48.0
2329,6479,ESP,2023 Senior European Championships,qual,"Antalya, Turkey",VT,24.0,13.2,457,LAIA FONT,-0.0004716981132075455,18.583333333333332
2330,6480,ESP,2023 Varna World Challenge Cup,final,"Varna, Bulgaria",UB,7.0,11.1,427,LAIA FONT,0.011918699186991878,28.0
2331,6481,ESP,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",UB,8.0,12.366,427,LAIA FONT,0.011918699186991878,28.0
2332,6482,ESP,2023 Varna World Challenge Cup,final,"Varna, Bulgaria",VT,5.0,13.066,427,LAIA FONT,-0.0004716981132075455,18.583333333333332
2333,6483,ESP,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT,6.0,13.0,427,LAIA FONT,-0.0004716981132075455,18.583333333333332
2334,6484,ESP,2023 Varna World Challenge Cup,final,"Varna, Bulgaria",VT,5.0,12.533,427,LAIA FONT,-0.0004716981132075455,18.583333333333332
2335,6485,ESP,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT,6.0,11.8,427,LAIA FONT,-0.0004716981132075455,18.583333333333332
2336,6486,ESP,2023 FISU World University Games,qual,"Chengdu, China",BB,35.0,10.266,335,CARLA FONT ESTRUCH,0,35.0
2337,6487,ESP,2023 FISU World University Games,qual,"Chengdu, China",FX,27.0,11.433,335,CARLA FONT ESTRUCH,0,27.0
2338,6488,ESP,2023 FISU World University Games,qual,"Chengdu, China",UB,19.0,11.866,335,CARLA FONT ESTRUCH,0,19.0
2339,6489,ESP,2023 FISU World University Games,qual,"Chengdu, China",VT,26.0,12.233,335,CARLA FONT ESTRUCH,0,26.0
2340,6490,NOR,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",FX,20.0,11.233,761,EDEL FOSSE,0,20.0
2341,6491,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,49.0,9.9,853,KIRSTY FOWLER,0,49.0
2342,6492,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,48.0,10.7,853,KIRSTY FOWLER,0,48.0
2343,6493,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,51.0,9.7,853,KIRSTY FOWLER,0,51.0
2344,6494,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,10.0,13.1,853,KIRSTY FOWLER,0,10.0
2345,6495,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,10.0,11.95,853,KIRSTY FOWLER,0,10.0
2346,6503,ENG,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",BB,19.0,11.65,731,CLAUDIA FRAGAPANE,0,19.0
2347,6504,ENG,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,14.0,12.45,731,CLAUDIA FRAGAPANE,0,14.0
2348,6505,FRA,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",BB,3.0,12.833,396,LEA FRANCERIES,0,4.0
2349,6506,FRA,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",BB,5.0,13.0,396,LEA FRANCERIES,0,4.0
2350,6507,FRA,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",VT,7.0,12.867,396,LEA FRANCERIES,0,6.5
2351,6508,FRA,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",VT,6.0,13.233,396,LEA FRANCERIES,0,6.5
2352,6509,FRA,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",VT,7.0,11.867,396,LEA FRANCERIES,0,6.5
2353,6510,FRA,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",VT,6.0,11.967,396,LEA FRANCERIES,0,6.5
2354,6511,FRA,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",BB,3.0,12.733,488,LÉA FRANCERIES,0,4.0
2355,6512,FRA,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",BB,5.0,13.2,488,LÉA FRANCERIES,0,4.0
2356,6513,FRA,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,3.0,13.0,488,LÉA FRANCERIES,0,3.0
2357,6514,FRA,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT,18.0,13.0,488,LÉA FRANCERIES,0,18.0
2358,6515,BEL,2023 Cairo World Cup,qual,"Cairo, Egypt",FX,25.0,11.1,457,ALICE FRANCOY,0,25.0
2359,6516,BEL,2023 Cairo World Cup,qual,"Cairo, Egypt",UB,24.0,11.166,457,ALICE FRANCOY,0,24.0
2360,6575,USA,2022 Winter Cup,AAfinal,"Frisco, Texas",BB,2.0,13.7,881,EMJAE FRAZIER,0,2.0
2361,6576,USA,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,1.0,13.5,881,EMJAE FRAZIER,0,1.0
2362,6577,USA,2022 Winter Cup,AAfinal,"Frisco, Texas",UB,18.0,12.2,881,EMJAE FRAZIER,0,18.0
2363,6578,USA,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,,13.75,881,EMJAE FRAZIER,0,0.0
2364,6642,FRA,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",BB,21.0,11.466,639,ALINE FRIESS,-0.0008598130841121461,21.2
2365,6643,FRA,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,43.0,12.266,639,ALINE FRIESS,-0.0008598130841121461,21.2
2366,6644,FRA,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",FX,17.0,12.8,639,ALINE FRIESS,-0.004672897196261682,0.0
2367,6645,FRA,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,28.0,13.1,639,ALINE FRIESS,-0.004672897196261682,0.0
2368,6646,FRA,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",FX,,12.0,639,ALINE FRIESS,-0.004672897196261682,0.0
2369,6647,FRA,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",UB,18.0,13.0,639,ALINE FRIESS,-0.003091549295774648,0.0
2370,6648,FRA,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,34.0,13.233,639,ALINE FRIESS,-0.003091549295774648,0.0
2371,6649,FRA,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",UB,,12.966,639,ALINE FRIESS,-0.003091549295774648,0.0
2372,6650,FRA,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,23.0,13.0,639,ALINE FRIESS,-0.004439252336448595,7.0
2373,6651,FRA,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,29.0,13.666,639,ALINE FRIESS,-0.004439252336448595,7.0
2374,6652,FRA,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,11.0,13.666,639,ALINE FRIESS,-0.004439252336448595,7.0
2375,6653,FRA,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,11.0,12.9,639,ALINE FRIESS,-0.004439252336448595,7.0
2376,6654,FRA,2022 Paris World Challenge Cup,qual,"Paris, France",UB,8.0,13.1,669,ALINE FRIESS,-0.003091549295774648,0.0
2377,6655,FRA,2022 Paris World Challenge Cup,final,"Paris, France",UB,6.0,13.6,669,ALINE FRIESS,-0.003091549295774648,0.0
2378,6656,FRA,2022 Senior European Championships,qual,"Munich, Germany",BB,38.0,12.166,700,ALINE FRIESS,-0.0008598130841121461,21.2
2379,6657,FRA,2022 Senior European Championships,qual,"Munich, Germany",FX,17.0,12.8,700,ALINE FRIESS,-0.004672897196261682,0.0
2380,6658,FRA,2022 Senior European Championships,qual,"Munich, Germany",UB,38.0,12.5,700,ALINE FRIESS,-0.003091549295774648,0.0
2381,6659,FRA,2022 Senior European Championships,TeamFinal,"Munich, Germany",UB,13.0,13.266,700,ALINE FRIESS,-0.003091549295774648,0.0
2382,6660,FRA,2022 Senior European Championships,final,"Munich, Germany",VT,3.0,13.966,700,ALINE FRIESS,-0.004439252336448595,7.0
2383,6661,FRA,2022 Senior European Championships,qual,"Munich, Germany",VT,1.0,14.333,700,ALINE FRIESS,-0.004439252336448595,7.0
2384,6662,FRA,2022 Senior European Championships,qual,"Munich, Germany",VT,4.0,14.333,700,ALINE FRIESS,-0.004439252336448595,7.0
2385,6663,FRA,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT,3.0,14.233,700,ALINE FRIESS,-0.004439252336448595,7.0
2386,6664,FRA,2022 Senior European Championships,final,"Munich, Germany",VT,3.0,13.233,700,ALINE FRIESS,-0.004439252336448595,7.0
2387,6665,FRA,2022 Senior European Championships,qual,"Munich, Germany",VT,4.0,12.9,700,ALINE FRIESS,-0.004439252336448595,7.0
2388,6666,FRA,2022 Varna World Challenge Cup,final,"Varna, Bulgaria",BB,3.0,12.45,853,ALINE FRIESS,-0.0008598130841121461,21.2
2389,6667,FRA,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",BB,1.0,13.35,853,ALINE FRIESS,-0.0008598130841121461,21.2
2390,6668,FRA,2022 Varna World Challenge Cup,final,"Varna, Bulgaria",FX,1.0,13.0,853,ALINE FRIESS,-0.004672897196261682,0.0
2391,6669,FRA,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",FX,2.0,13.1,853,ALINE FRIESS,-0.004672897196261682,0.0
2392,6670,FRA,2022 Varna World Challenge Cup,final,"Varna, Bulgaria",UB,1.0,13.45,853,ALINE FRIESS,-0.003091549295774648,0.0
2393,6671,FRA,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",UB,1.0,13.7,853,ALINE FRIESS,-0.003091549295774648,0.0
2394,6672,FRA,2022 Varna World Challenge Cup,final,"Varna, Bulgaria",VT,1.0,13.85,853,ALINE FRIESS,-0.004439252336448595,7.0
2395,6673,FRA,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT,2.0,13.75,853,ALINE FRIESS,-0.004439252336448595,7.0
2396,6674,FRA,2022 Varna World Challenge Cup,final,"Varna, Bulgaria",VT,1.0,13.35,853,ALINE FRIESS,-0.004439252336448595,7.0
2397,6675,FRA,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT,2.0,13.25,853,ALINE FRIESS,-0.004439252336448595,7.0
2398,6676,FRA,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",UB,10.0,12.133,427,ALINE FRIESS,-0.003091549295774648,0.0
2399,6677,CRO,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",BB,18.0,9.5,639,NIKA KUKULJAN FRLETA,0.0004115226337448545,61.2
2400,6678,CRO,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",FX,14.0,10.7,639,NIKA KUKULJAN FRLETA,-0.008506172839506174,70.6
2401,6679,CRO,2022 Szombathely World Challenge Cup,qual,"Szombathely, Hungary",BB,20.0,8.266,669,NIKA KUKULJAN FRLETA,0.0004115226337448545,61.2
2402,6680,CRO,2022 Szombathely World Challenge Cup,qual,"Szombathely, Hungary",FX,10.0,11.233,669,NIKA KUKULJAN FRLETA,-0.008506172839506174,70.6
2403,6681,AUT,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,100.0,11.733,304,BIANCA FRYSAK,0.007405228758169941,29.333333333333332
2404,6682,AUT,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,92.0,12.1,304,BIANCA FRYSAK,0.0015294117647058822,34.0
2405,6683,AUT,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,78.0,12.2,304,BIANCA FRYSAK,0.001091503267973855,27.666666666666668
2406,6684,AUT,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT,118.0,12.7,304,BIANCA FRYSAK,0.00043790849673202724,48.2
2407,6685,AUT,2023 FISU World University Games,final,"Chengdu, China",BB,5.0,12.4,335,BIANCA FRYSAK,0.007405228758169941,29.333333333333332
2408,6686,AUT,2023 FISU World University Games,qual,"Chengdu, China",BB,10.0,12.433,335,BIANCA FRYSAK,0.007405228758169941,29.333333333333332
2409,6687,AUT,2023 FISU World University Games,AAfinal,"Chengdu, China",BB,6.0,12.4,335,BIANCA FRYSAK,0.007405228758169941,29.333333333333332
2410,6688,AUT,2023 FISU World University Games,final,"Chengdu, China",FX,5.0,12.366,335,BIANCA FRYSAK,0.0015294117647058822,34.0
2411,6689,AUT,2023 FISU World University Games,qual,"Chengdu, China",FX,12.0,12.266,335,BIANCA FRYSAK,0.0015294117647058822,34.0
2412,6690,AUT,2023 FISU World University Games,AAfinal,"Chengdu, China",FX,13.0,11.766,335,BIANCA FRYSAK,0.0015294117647058822,34.0
2413,6691,AUT,2023 FISU World University Games,final,"Chengdu, China",UB,7.0,12.433,335,BIANCA FRYSAK,0.001091503267973855,27.666666666666668
2414,6692,AUT,2023 FISU World University Games,qual,"Chengdu, China",UB,11.0,12.466,335,BIANCA FRYSAK,0.001091503267973855,27.666666666666668
2415,6693,AUT,2023 FISU World University Games,AAfinal,"Chengdu, China",UB,14.0,11.4,335,BIANCA FRYSAK,0.001091503267973855,27.666666666666668
2416,6694,AUT,2023 FISU World University Games,AAfinal,"Chengdu, China",VT,15.0,12.633,335,BIANCA FRYSAK,0.00043790849673202724,48.2
2417,6695,AUT,2023 FISU World University Games,qual,"Chengdu, China",VT,22.0,12.7,335,BIANCA FRYSAK,0.00043790849673202724,48.2
2418,6696,AUT,2023 Senior European Championships,AAfinal,"Antalya, Turkey",BB,22.0,10.6,457,BIANCA FRYSAK,0.007405228758169941,29.333333333333332
2419,6697,AUT,2023 Senior European Championships,qual,"Antalya, Turkey",BB,33.0,11.8,457,BIANCA FRYSAK,0.007405228758169941,29.333333333333332
2420,6698,AUT,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,21.0,11.866,457,BIANCA FRYSAK,0.0015294117647058822,34.0
2421,6699,AUT,2023 Senior European Championships,qual,"Antalya, Turkey",FX,61.0,11.866,457,BIANCA FRYSAK,0.0015294117647058822,34.0
2422,6700,AUT,2023 Senior European Championships,AAfinal,"Antalya, Turkey",UB,20.0,12.033,457,BIANCA FRYSAK,0.001091503267973855,27.666666666666668
2423,6701,AUT,2023 Senior European Championships,qual,"Antalya, Turkey",UB,36.0,12.633,457,BIANCA FRYSAK,0.001091503267973855,27.666666666666668
2424,6702,AUT,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT,23.0,12.633,457,BIANCA FRYSAK,0.00043790849673202724,48.2
2425,6703,AUT,2023 Senior European Championships,qual,"Antalya, Turkey",VT,63.0,12.766,457,BIANCA FRYSAK,0.00043790849673202724,48.2
2426,6724,DOM,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",BB,49.0,6.033,274,ANA FUENTES,0,49.0
2427,6725,DOM,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",FX,41.0,10.533,274,ANA FUENTES,0,41.0
2428,6726,DOM,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",UB,50.0,8.666,274,ANA FUENTES,0,50.0
2429,6727,DOM,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",VT,40.0,11.966,274,ANA FUENTES,0,40.0
